dialogue_id,context,response,reference,annotations.relevance,annotations.language_usage,am_scores,fm_scores,am_fm_scores
humod_00720,Elaine.,"Ted, please.  You're just making things difficult for yourself.","[""Ted, we had a great run, but if you come any closer you'll make this harder on yourself. You'll make it harder for me to move on, for the both of us."", 'Hi Elaine.', 'What do you want now?']",0.9182501531712874,0.9182501531712874,0.8936366,0.9428637220606535,0.9182501531712874
humod_00721,Elaine.,I never tried it.,"['And is that how your parents taught you to address elders?', 'What do you want?', 'Yes darling? You need me?']",0.9476153242207122,0.9476153242207122,0.93640125,0.9588294004632137,0.9476153242207122
humod_00722,"What are you doing, Ted?","I've got it, Elaine!  I've figured out what's wrong with the shuttle!","['I am fixing the shuttle Elaine.', ""If you come and have a look I'll show you what I am doing!"", ""I've been working this problem all night, but I've got it, Elaine! I've figured out what's wrong with the shuttle!""]",0.930863640755074,0.930863640755074,0.8831614,0.9785658559196329,0.930863640755074
humod_00723,"What are you doing, Ted?",We're just a little tense right now...  It's okay.,"[""It's nothing, we're just a little tense right now."", 'I am trying to concentrate on the present situation.', ""It's not your business.""]",0.8931525294429967,0.8931525294429967,0.80802464,0.9782804140343088,0.8931525294429967
humod_00724,"Ted.
Not now, Elaine!",Ted!,"['Ted, I need you!', ""Ted, I'd like to get your attention!"", 'Okay, when would be a better time.']",0.9001886823919669,0.9001886823919669,0.9552227,0.8451546389157086,0.9001886823919669
humod_00725,"Ted.
Not now, Elaine!","Skipper, you gotta help me...","['But Ted, this is very important!', 'And when then?', 'But I need your help.']",0.8409568053148763,0.8409568053148763,0.79899895,0.8829146587178263,0.8409568053148763
humod_00726,"Elaine!
Ted!
Elaine, what's going on?","Ted, there's no time to explain.","[""I'll tell you as we walk, Ted, follow me this way."", 'Just wandering for good things to happen.', ""Hey what's up?""]",0.9097337010209305,0.9097337010209305,0.90567315,0.9137942557939972,0.9097337010209305
humod_00727,"Elaine!
Ted!
Elaine, what's going on?",Oh...I can't. Business.,"['I can’t explain right now, I’m sorry, I have a business meeting.', 'Ted, yesterday Mary arrives from her trip!', 'All is fine, I am just quite busy this week']",0.8163826101124674,0.8163826101124674,0.8842366,0.748528646051961,0.8163826101124674
humod_00728,"Ted, we've only got ten minutes.
Not now, Elaine.",I mean until we start to burn up.,"['Ten minutes until we die.', 'i mean that we have a time limit.', 'Ted, this is important!']",0.8968863582898354,0.8968863582898354,0.880859,0.9129136992075394,0.8968863582898354
humod_00729,"Ted, we've only got ten minutes.
Not now, Elaine.","Yeah and you're a slut, so what?","['I am not a slut', 'We have to hurry.', 'Jesus Ted quit being such an asshole and come on']",0.8565974958468392,0.8565974958468392,0.9261128,0.7870822206594376,0.8565974958468392
humod_00730,"Well, Elaine, this might be it if those guys on the ground don't think of something.
I just want you to know, I love you Ted and always will.",That might be the news we've been waiting for.,"['if we die, at least we die together', 'Okay.Now I know that.', 'I love you, too.']",0.921396311758985,0.921396311758985,0.938188,0.9046046071033275,0.921396311758985
humod_00731,"Well, Elaine, this might be it if those guys on the ground don't think of something.
I just want you to know, I love you Ted and always will.",Yes. I'll meet you at Grand Central at noon. Okay. Do me. I command you.,"['I love you too Elaine', 'I love you too, Elaine.', ""I just want you to know I've always loved your sister, Elaine.""]",0.8975005639596169,0.8975005639596169,0.89527404,0.8997270848360428,0.8975005639596169
humod_00732,"Are you afraid?
Not when I'm with you, Ted.",I guess you'd have to be a fool not to be afraid at a time like this.,"[""I can't always keep you safe."", 'I will take care of you...', 'You trust me so much, eh?']",0.7622772264787713,0.7622772264787713,0.9159888,0.6085656500476915,0.7622772264787713
humod_00733,"Are you afraid?
Not when I'm with you, Ted.",Two years.,"['So nice of you baby.', ""You know I'll always protect you!"", ""I'm glad I can ease your fears.""]",0.951183676415879,0.951183676415879,0.90586454,0.9965028160695203,0.951183676415879
humod_00734,"Simon, I didn't want it to end like this. We can be friends!  You'll die out there.
Maybe.","Simon, what are you saying?!","['What did you say simpn', 'Simon you can not risk it!', ""And you don't care?!? When did it happen? When did you became so reckless???""]",0.9275298654584421,0.9275298654584421,0.9023025,0.9527572273310687,0.9275298654584421
humod_00735,"Simon, I didn't want it to end like this. We can be friends!  You'll die out there.
Maybe.",I just don't want to do it.  What else?,"[""Please don't go."", 'Please just come back and talk about this with me.', 'dying out there is kinda how it works.']",0.942540628850503,0.942540628850503,0.9064424,0.9786388539076711,0.942540628850503
humod_00736,"You can't go in there!
Don't try to stop me!",But that's not a door.  The door's over there.,"[""Oh, it won't be me trying to stop you. Once you're on the other side, you're on you're own. I'd say good luck but all the luck in the world won't keep you safe if you go in there."", ""You can't go in there anyway. That's not a door, dummy."", 'Ok fine.']",0.9119228232210452,0.9119228232210452,0.90233976,0.9215058899532903,0.9119228232210452
humod_00737,"You can't go in there!
Don't try to stop me!",Oh. Here! Right here. Edward Bloom. We weren't expecting you yet.,"[""No we weren't."", ""They'll see you!"", 'Or what? What are you going to do? Shoot me?']",0.8887403760221038,0.8887403760221038,0.901018,0.8764627285533018,0.8887403760221038
humod_00738,"You've been hurt.
I'm getting over it.  If a relationship isn't working, you can't force it.","No, I mean your head.  Sit down.  I'll take a look at it.  I'm a nurse.","['Well I feel fine.', 'I meant your body is hurt.', 'It will get better with time']",0.8852258388388693,0.8852258388388693,0.8946154,0.8758362659193157,0.8852258388388693
humod_00739,"You've been hurt.
I'm getting over it.  If a relationship isn't working, you can't force it.",JUST DO IT!,"[""Yeah, I see where you're coming from."", ""I agree, you can't force relationships."", 'Time heals, right']",0.7790431012714929,0.7790431012714929,0.94298553,0.615100667875017,0.7790431012714929
humod_00740,No.  It's hard to L-A-U-G-H when your father's dying.,"Well, we laughed.  We laughed all the time.","['Yes it is true', 'Good to know! My father dying is C-O-M-E-D-Y now!!', 'I know, my father died and it was very sad.']",0.873804689304656,0.873804689304656,0.9270923,0.8205170648428325,0.873804689304656
humod_00741,No.  It's hard to L-A-U-G-H when your father's dying.,"We can still go back. I'll walk you home. You sleep a couple of hours, watch some TV, take a bath.","['Just relax, have a quiet night. We can deal with it in the morning.', ""no, I'm good. It's the wrong time to leave."", ""I know, it's okay.""]",0.9332846960613925,0.9332846960613925,0.910027,0.9565423649926582,0.9332846960613925
humod_00742,"Captain, how soon can we land?",I can't tell.,"['It really depends on whether this storm can hold off for another 30 minutes or not.', 'About an hour longer', 'I really wish I could tell you that.']",0.8250708953720509,0.8250708953720509,0.9118917,0.7382500919068214,0.8250708953720509
humod_00743,"Captain, how soon can we land?",What can I do for you today?,"['There is just  one mile before landing. I expect we gonna be down soon. But it is stormy weather.', 'We should be able to land within the hour, Sir.', 'In 15 minutes, give or take.']",0.8393343486400237,0.8393343486400237,0.89177567,0.7868930296126584,0.8393343486400237
humod_00744,What did he have?,He had fish.,"['An infection.', 'He had a gold medal.', 'He had a briefcase full of cash.']",0.7467167071421934,0.7467167071421934,0.88300276,0.6104306562582639,0.7467167071421934
humod_00745,What did he have?,We have met ...,"['He had a problem to solve!', ""He didn't have anything."", 'He had nothing. Just his keys.']",0.7271552611742669,0.7271552611742669,0.845175,0.6091354945012436,0.7271552611742669
humod_00746,Ted! What are you doing? You can't fly this plane!,That's what I've been trying to tell these people.,"['Who told you I can not?', 'watch and learn', ""I know I can't but I am going to at least try.""]",0.9230472468525024,0.9230472468525024,0.89912486,0.9469696329414549,0.9230472468525024
humod_00747,Ted! What are you doing? You can't fly this plane!,"You know I don't like to wear any underwear, don't you, Nick?","[""You're right this was a bad idea."", ""Well, neither can you... Seems we don't have many choices."", 'you know that i know how to fly a plane . do not be afraid']",0.8836962321266562,0.8836962321266562,0.92345166,0.8439408021897138,0.8836962321266562
humod_00748,"Rain.
And a little ice.",And a little ice!,"[""You call that a 'little' ice?!"", 'The weather is terrible.', 'Ice?. That will be too chilling.']",0.848726599283046,0.848726599283046,0.89485085,0.8026023484608061,0.848726599283046
humod_00749,"Rain.
And a little ice.","I can see that.  Pardon me for saying so, but you look like shit.  What happened?","['This will be a cold day.', 'Maybe we should stay home tonight.', 'Drive safe. The roads could be slick.']",0.9647388861249828,0.9647388861249828,0.9361799,0.9932978959224511,0.9647388861249828
humod_00750,It's a damn good thing he doesn't know how much I hate his guts.,It's a damn good thing you don't know how much he hates your guts.,"['The feeling is mutual.', 'He hates your guts as well.', 'And what if he finds out?']",0.8016038955347972,0.8016038955347972,0.89881057,0.7043972255979452,0.8016038955347972
humod_00751,It's a damn good thing he doesn't know how much I hate his guts.,"Yeah, big ones. What do the Nazis want with you Dad?","[""I'm sure you put on a happy face."", 'I understand you feel you hate hime.', 'He is a dangerous man, you stay far away from such a son of a gun...']",0.9496914811122601,0.9496914811122601,0.9337213,0.965661658284701,0.9496914811122601
humod_00752,"Ted...
Yes?
I wanted you to know -- now -- I'm very proud.
Tell them the gear is down and we're ready to land.",The gear is down.,"['The gear is definitely down.', 'ok will do.', ""We're ready to land, the gear is down.""]",0.9419578105481348,0.9419578105481348,0.89508057,0.9888350546900195,0.9419578105481348
humod_00753,"Ted...
Yes?
I wanted you to know -- now -- I'm very proud.
Tell them the gear is down and we're ready to land.","No, I told you, they can't.  It's not a possibility.","['Okay. Wait a second.', 'Okay, will do.', 'Okay. I noted it down. I will let them know.']",0.9380312257814865,0.9380312257814865,0.9195622,0.9565002309895477,0.9380312257814865
humod_00754,We'd better get back now.,Joey can stay up here for a while if he'd like to.,"['Joey, if you want, you can stay', 'Yeah its getting late', ""Right, it's rush hour, it is going to take you ages to reach the other side of the city.""]",0.7990079910742017,0.7990079910742017,0.80462825,0.7933877291653102,0.7990079910742017
humod_00755,We'd better get back now.,How shall I do it?,"['Yeah, we probably should', 'I agree.', 'Why the rush?']",0.9211862354936012,0.9211862354936012,0.874351,0.9680214463595169,0.9211862354936012
humod_00756,"Oh, Bill, I'm going to miss you so much.
You promise you'll write.",Every day.,"['I promise.', 'I promise I will.', 'I promise.']",0.9444880947543433,0.9444880947543433,0.9106999,0.9782762855436902,0.9444880947543433
humod_00757,"Oh, Bill, I'm going to miss you so much.
You promise you'll write.",Don't be afraid... I'd really like to hear it.,"['Yes, of course, I will write.', 'Yes', 'Yes, I promise to write every day.']",0.8914396187498921,0.8914396187498921,0.86623275,0.9166464846997963,0.8914396187498921
humod_00758,"Good-bye, darling.
Oh, Bill, I'll keep it. I'll keep it with me all the time.
So long, darling. Good-bye. Take care of yourself.
Bill! Bill! Good-bye, Bill.
Good-bye, darling.
Good-bye, darling. I love you. I love you, darling.","Good-bye, darling.","['Good bye darling, i love you too.', 'I love you too, good bye darling', ""I'll take your picture with me in my wallet.""]",0.8498436719427609,0.8498436719427609,0.8603271,0.8393602192898798,0.8498436719427609
humod_00759,"Good-bye, darling.
Oh, Bill, I'll keep it. I'll keep it with me all the time.
So long, darling. Good-bye. Take care of yourself.
Bill! Bill! Good-bye, Bill.
Good-bye, darling.
Good-bye, darling. I love you. I love you, darling.",Real rain?,"[""I know you love me but I'm still leaving."", 'I love you too. To the end of time.', 'This is goodbye forever']",0.9122380342145241,0.9122380342145241,0.9098577,0.9146183780947281,0.9122380342145241
humod_00760,"Good-bye, darling.
Oh, Bill, I'll keep it. I'll keep it with me all the time.
So long, darling. Good-bye. Take care of yourself.
Bill! Bill! Good-bye, Bill.","Good-bye, darling.","['So long, Toots!', 'Good-bye, darling. Take care.', 'Talk to you real soon babe!']",0.9475530030779143,0.9475530030779143,0.8992529,0.9958531146153013,0.9475530030779143
humod_00761,"Good-bye, darling.
Oh, Bill, I'll keep it. I'll keep it with me all the time.
So long, darling. Good-bye. Take care of yourself.
Bill! Bill! Good-bye, Bill.",Who made you do this?,"['Goddbye, darling.', 'Until we meet again.', ""I won't forget you.""]",0.8801461564193318,0.8801461564193318,0.9079372,0.8523550841590066,0.8801461564193318
humod_00762,"Good-bye, darling.
Oh, Bill, I'll keep it. I'll keep it with me all the time.
So long, darling. Good-bye. Take care of yourself.
Bill! Bill! Good-bye, Bill.
Good-bye, darling.","Good-bye, darling. I love you. I love you, darling.","['See you very soon, I hope.', 'Goodbye! Take care and be safe! I love you!', 'Good-bye, darling. I love you.']",0.8740792766214234,0.8740792766214234,0.81466925,0.9334893018008911,0.8740792766214234
humod_00763,"Good-bye, darling.
Oh, Bill, I'll keep it. I'll keep it with me all the time.
So long, darling. Good-bye. Take care of yourself.
Bill! Bill! Good-bye, Bill.
Good-bye, darling.",She said all of God's angels would want to sleep beside me if they could. I liked that.,"[""I'll never forget you."", 'See you later, Bill', '~silence~']",0.9095399026597324,0.9095399026597324,0.82905555,0.9900242576052314,0.9095399026597324
humod_00764,What did you think of 'Great Expectations?',"Well, it wasn't all that I had hoped.","[""I didn't like it."", 'It was one of my favorites.', 'It was okay.']",0.9173026295897793,0.9173026295897793,0.90388566,0.9307195966238638,0.9173026295897793
humod_00765,What did you think of 'Great Expectations?',I said good call.,"['Too sappy too many pages', 'you know what i think.', 'I think it was an awful novel.']",0.9148485208614519,0.9148485208614519,0.915396,0.9143010666099887,0.9148485208614519
humod_00766,"How ya doing, honey?
Oh Jack, I'm so warm. I'm burning up.",Here.,"['Take off your sweater.', 'here is the doctors number', 'Do you have a fever?']",0.74251609841674,0.74251609841674,0.8231709,0.6618612964886315,0.74251609841674
humod_00767,"How ya doing, honey?
Oh Jack, I'm so warm. I'm burning up.","Oh, I can't remember.  But people do have bad dreams when their routine is disturbed.","['Wassup?', 'Bad dreams? Do you want some water, honey? How can I help you?', 'Im sorry I can make it cooler in here']",0.8971824755403609,0.8971824755403609,0.8303114,0.9640535335010709,0.8971824755403609
humod_00768,"Excuse me, Sister?
Yes?
There's a little girl on board who's ill and...
Oh yes, I saw. Poor child.
Could I borrow your guitar? I thought I might be able to cheer her up.",Of course.,"['Yes, that would be great.', 'Of course, here.', 'Yes, go ahead.']",0.9038257438660384,0.9038257438660384,0.9445995,0.86305197849288,0.9038257438660384
humod_00769,"Excuse me, Sister?
Yes?
There's a little girl on board who's ill and...
Oh yes, I saw. Poor child.
Could I borrow your guitar? I thought I might be able to cheer her up.","Yeah, let's get outta here. What happened?","['Certainly you can use my guitar.', 'Yes, you can borrow my guitar.', 'if we leave here to take her to the doctor']",0.9331189385318982,0.9331189385318982,0.892308,0.9739298803139185,0.9331189385318982
humod_00770,"Excuse me, Sister?
Yes?
There's a little girl on board who's ill and...
Oh yes, I saw. Poor child.",Could I borrow your guitar? I thought I might be able to cheer her up.,"[""She's alone on the flight.  Would it be ok if I set her next to you?"", 'Would you mind if she borrowed your blanket?', 'Mind if I use that guitar of yours?, she likes guitars.']",0.8887799754489181,0.8887799754489181,0.8827492,0.8948107510305876,0.8887799754489181
humod_00771,"Excuse me, Sister?
Yes?
There's a little girl on board who's ill and...
Oh yes, I saw. Poor child.","Yes, sir.","[""She's not doing very well"", ""She's been here for a week."", 'Yes Mam']",0.9528956265009036,0.9528956265009036,0.9189843,0.9868069590641241,0.9528956265009036
humod_00772,"Excuse me, sir. Would you like some coffee before we serve dinner?",No. No thank you.,"['no thanks.', 'No thank you.', 'Yes, I would like some coffee.']",0.9194264677485628,0.9194264677485628,0.9294963,0.9093566471975653,0.9194264677485628
humod_00773,"Excuse me, sir. Would you like some coffee before we serve dinner?",You have to tell me --,"['I would love some. Decaf please?', 'I would love some coffee.', 'yes please']",0.9287897269745199,0.9287897269745199,0.90718836,0.9503910980263408,0.9287897269745199
humod_00774,You okay?,Yeah...,"['Yeah im ok.', 'Yes', 'Why do you ask?']",0.8343358160191094,0.8343358160191094,0.87507606,0.7935955765114855,0.8343358160191094
humod_00775,You okay?,The cheese...,"[""I'm fine."", 'No I am not!', 'yes, i need the cheese']",0.8334148958593617,0.8334148958593617,0.8568517,0.8099780947506448,0.8334148958593617
humod_00776,"He's not here.  Why ask me?
The young woman at the front said you might know where he is.","She did, did she?  Well, she was wrong.  Excuse me, I have to change.","[""She's lying. Excuse me."", ""No i don't i'm sorry, i can't help you."", 'She did, did she? Well, she was wrong. Excuse me, I have to change']",0.95945702275816,0.95945702275816,0.93649197,0.9824220792687616,0.95945702275816
humod_00777,"He's not here.  Why ask me?
The young woman at the front said you might know where he is.",Yes.,"['She says a lot of things.', ""I wouldn't, though"", ""Well, I don't.""]",0.9368063986901752,0.9368063986901752,0.95188713,0.9217256666430458,0.9368063986901752
humod_00778,In there.,Show me.,"[""I'm not getting in there."", 'what is in there', 'Could you take me there?']",0.9411550289158416,0.9411550289158416,0.8855239,0.9967861425408506,0.9411550289158416
humod_00779,In there.,"Listen, Matt. If you don't tell the truth, I can't help you. Where were you last night?","['Are you sure?', 'What happened last night? I heard about the accident? Please tell me in details.', ""I don't find. Please come and let me know where is the key?""]",0.9012189498915828,0.9012189498915828,0.93359053,0.8688473684339836,0.9012189498915828
humod_00780,"Kill them both.
Here?",Do it!,"['Did I stutter?', 'Yes. Here.', 'Here']",0.9512492200245566,0.9512492200245566,0.9122969,0.9902015488366499,0.9512492200245566
humod_00781,"Kill them both.
Here?",We've found all of them.,"['Why kill them?', 'we can do it', 'Yes. Here and now.']",0.8303088653645927,0.8303088653645927,0.9100752,0.75054254304608,0.8303088653645927
humod_00782,Who said that?,At the end of the bar.,"['That dude down there at the end of the bar.', ""It wasn't me, I think the other girl by the bar stool said it."", 'I did.  Got a problem with that?']",0.7525626148495534,0.7525626148495534,0.8795687,0.6255565336770732,0.7525626148495534
humod_00783,Who said that?,I'm calling Gary.,"[""Gary won't know who said it."", 'Ill call Gary to find out who exactly said it.', 'I did!']",0.8597258520420523,0.8597258520420523,0.8804788,0.8389729047409955,0.8597258520420523
humod_00784,"Matthew, you don't have to-- .",Stay back!  I'm okay.,"[""Watch out!  I'm alright."", ""But I'm going to try."", ""It's ok, I'll be fine!""]",0.9123239027918543,0.9123239027918543,0.92500854,0.8996392701985767,0.9123239027918543
humod_00785,"Matthew, you don't have to-- .","That's not your mother, that's a man!","[""What? I don't hear you..."", 'I want to.', 'I just wanted to tell you the truth.']",0.8433696309668152,0.8433696309668152,0.88512886,0.8016104062283691,0.8433696309668152
humod_00786,I'm going home.,"Yeah, go home.  Get some sleep.  You do sleep, don't you?","['Well, go home then.', ""Yeah, go home. Get some sleep. You do sleep, don't you?"", ""It's a good decision, so you rest""]",0.9168243278223448,0.9168243278223448,0.9014693,0.9321793653881894,0.9168243278223448
humod_00787,I'm going home.,You will.,"['Okay, see you soon.', 'No. Come out with us.', 'Bye.']",0.8427360842294133,0.8427360842294133,0.923185,0.762287177575953,0.8427360842294133
humod_00788,"Stop the car.
Why?
Please, I must get out here.
Come on, you won't have to get near the water.",Stop the car!,"[""I don't want to go to the lake. Just let me out here."", 'Please, stop now!', ""No, it's not worth this much anxiety to me.""]",0.959154985200428,0.959154985200428,0.9370086,0.9813013510923844,0.959154985200428
humod_00789,"Stop the car.
Why?
Please, I must get out here.
Come on, you won't have to get near the water.",If you do it like that it'll open in the fire. Then you'll get burned and DIE.,"['Then keep moving and stop a few meters away from the water', 'I know but I enjoy listening to the waves.', ""No, I won't I promise, I just need a moment for myself. Please.""]",0.8832021888796984,0.8832021888796984,0.80115724,0.9652471416601535,0.8832021888796984
humod_00790,"Okay, George -- we gotta play this real smart.
If the drug is here, we must destroy it.","No, George -- you're missing the point.  The drug is evidence.  We need to have the evidence, ya know?","[""I'm not sure if that is the smartest way to handle this situation."", ""No George, we can't destroy evidence"", ""We can't destroy it, we need it.""]",0.9276073447479444,0.9276073447479444,0.90829575,0.9469189388779078,0.9276073447479444
humod_00791,"Okay, George -- we gotta play this real smart.
If the drug is here, we must destroy it.",They're all assholes.,"['Yes, that is very smart.', 'Yeah, but these are dangerous guys. We have to be careful.', 'Or sell it, I could really use the money.']",0.9156018988819216,0.9156018988819216,0.8894704,0.9417333993377872,0.9156018988819216
humod_00792,"Uh, George...",Where is the drug?  Where have they taken it?,"['What?', 'Yes, Sam. Where have you been?', 'Where did you put the remote?']",0.873487778386272,0.873487778386272,0.89361566,0.8533598937209387,0.873487778386272
humod_00793,"Uh, George...","Yes, sir.","['What would you like?', 'What is it?', 'Need something?']",0.8087292587906312,0.8087292587906312,0.925015,0.6924435448944948,0.8087292587906312
humod_00794,No!  We must do this alone.,Do what?!  George-- ?!,"['why do it alone', 'Do what alone?', 'We must go forward!']",0.7241301842963814,0.7241301842963814,0.8742766,0.5739837901664019,0.7241301842963814
humod_00795,No!  We must do this alone.,Good.,"[""It's together or not at all!"", 'great, no outside interference', 'just the two of us?']",0.8277908014526838,0.8277908014526838,0.91171503,0.7438665722352015,0.8277908014526838
humod_00796,"I never thought I'd say this, but -- for once in my life I think I'm willing to wait for back-up.
We can't let him get away.
Why the hell are you so dead set against back-up?
Because... because of what will happen if humans see what we are capable of becoming.
But there's no more drug.",You understand that.  But how many others will?,"['How many others will understand what we are trying to do', ""Yes I know but they won't understand."", 'Then they will have to accept us for what we are.']",0.914991270165519,0.914991270165519,0.8935361,0.9364464494802078,0.914991270165519
humod_00797,"I never thought I'd say this, but -- for once in my life I think I'm willing to wait for back-up.
We can't let him get away.
Why the hell are you so dead set against back-up?
Because... because of what will happen if humans see what we are capable of becoming.
But there's no more drug.",But you're OK?,"[""We have to wait for back-up, it's too dangerous."", ""Don't worry. I've got this."", 'We’ll be fine without backup.']",0.8662169527498733,0.8662169527498733,0.9166107,0.8158231877263092,0.8662169527498733
humod_00798,"I never thought I'd say this, but -- for once in my life I think I'm willing to wait for back-up.
We can't let him get away.
Why the hell are you so dead set against back-up?
Because... because of what will happen if humans see what we are capable of becoming.",But there's no more drug.,"['there is no more drugs, to change someone like this.', ""It's better to wait for backup then your wife seeing you on the 5 oclock news."", ""That doesn't matter now. We either call back-up or we die.""]",0.8469685783054968,0.8469685783054968,0.90929496,0.7846421937279978,0.8469685783054968
humod_00799,"I never thought I'd say this, but -- for once in my life I think I'm willing to wait for back-up.
We can't let him get away.
Why the hell are you so dead set against back-up?
Because... because of what will happen if humans see what we are capable of becoming.","If you could, you would have brought one today.","['Lets just go', ""Humans won't fear us."", ""If we go in without backup, we're dead.""]",0.9503165707232529,0.9503165707232529,0.9219992,0.9786339253667939,0.9503165707232529
humod_00800,How do I look?,You look very good.,"['You look great!', 'You look nice.', 'You look like crap.']",0.8477948600039189,0.8477948600039189,0.91814494,0.7774447786778816,0.8477948600039189
humod_00801,How do I look?,"Yeah, what?","['You look great.', 'You look fantastic.', 'Like a dog']",0.8706777030268757,0.8706777030268757,0.931219,0.8101364243108927,0.8706777030268757
humod_00802,"What kind of test?
Looking for some foreign compound in the blood of that alien you dropped the other day.",Did he find anything?,"['How much longer will it take?', 'What did the results find?', 'What were the results?']",0.8064534903744143,0.8064534903744143,0.8820964,0.73081057095116,0.8064534903744143
humod_00803,"What kind of test?
Looking for some foreign compound in the blood of that alien you dropped the other day.",And I...I've got other things happening.,"['Oh, that test.', 'Did you find something?', 'When are the results going to be ready?']",0.8196904233396962,0.8196904233396962,0.90989804,0.7294828040005595,0.8196904233396962
humod_00804,Does that look at all suspicious to you?,Whatever gave you that idea?,"[""You're reading my mind, i was about to ask you the same question!"", 'Yes, I feel a little suspicious', 'I think so. We should check it out.']",0.9228968678190088,0.9228968678190088,0.9023373,0.9434564229396535,0.9228968678190088
humod_00805,Does that look at all suspicious to you?,I'm no spy -- where do I fit in?,"[""Hmm, can't say, but it definitely seems a bit out of the ordinary."", 'No, I see nothing suspicious here.', 'Yes, it looks suspicious.']",0.9441829676516829,0.9441829676516829,0.8913002,0.99706573388735,0.9441829676516829
humod_00806,"Get outta there!
I can't!  Do you mind!",I'll cover you!  Get outta there!!,"['please get out.', ""Just get out of there! I'll cover you."", 'I do mind. Go!']",0.8689736512018095,0.8689736512018095,0.8783927,0.8595546060230037,0.8689736512018095
humod_00807,"Get outta there!
I can't!  Do you mind!","Yeah.  Boy, he really fucked himself up out here -  - didn't he?","['I sure do, this is my establishment you messed up!', ""You don't belong here!"", 'Come on, hurry up!']",0.9393025046678152,0.9393025046678152,0.92058027,0.9580247414294414,0.9393025046678152
humod_00808,"Movement!
Position?
Can't lock up...
Talk to me, Hudson.","Uh, seems to be in front and behind.","['fits well', ""I don't know the exact position!"", ""I can't hear you... I'm losing the signal...""]",0.901450738303359,0.901450738303359,0.89699185,0.9059096276611003,0.901450738303359
humod_00809,"Movement!
Position?
Can't lock up...
Talk to me, Hudson.",What's your real name?,"['Just get in the position I showed you.', 'I need backup', ""I don't know, I can't tell!""]",0.9367270463021642,0.9367270463021642,0.90773886,0.965715228182484,0.9367270463021642
humod_00810,It's going to be closer.  You better get going.,See you soon.,"[""I'm on my way"", 'Bye', 'bye']",0.9333801887282553,0.9333801887282553,0.8890382,0.9777221723097211,0.9333801887282553
humod_00811,It's going to be closer.  You better get going.,"You heard me, Pick 'n' Save.","['I have plenty of time.', 'ok,will be on my soon', 'It is not that far.']",0.902739365576082,0.902739365576082,0.91169095,0.8937877807584874,0.902739365576082
humod_00812,"You did okay, Bishop.","Well, thanks, I --","['Thank you.', 'Thanks, but you too did a good job.', ""I know, I'm a great Bishop.""]",0.7724412715412552,0.7724412715412552,0.8791049,0.6657776308014741,0.7724412715412552
humod_00813,"You did okay, Bishop.",Excuse me?,"['What are you talking about?', ""I just know it was the good Lord's doing."", 'Thank you for your approval.']",0.8645012166030812,0.8645012166030812,0.9186728,0.8103296331420756,0.8645012166030812
humod_00814,"I expected more of you, Ripley. I thought you would be smarter than this.",Sorry to disappoint you.,"['I guess you thought wrong.', 'Fooled you, I am smarter than the average bear.', 'I gess you underestimated me then.']",0.8123455583481797,0.8123455583481797,0.9125408,0.7121503232774751,0.8123455583481797
humod_00815,"I expected more of you, Ripley. I thought you would be smarter than this.",Be careful.,"['I am smarter than this.', 'I know, i know i have tried, just be careful out there', 'Sorry you are so disappointed but I had more on my mind than that.']",0.8648892277150475,0.8648892277150475,0.91675866,0.8130197989283251,0.8648892277150475
humod_00816,"What is it?
I don't know.",Proceed inside.,"[""Let's go in and take a look."", 'You may enter and find out.', ""What do you mean, you don't know.  It's yours, isn't it?""]",0.7083673471094228,0.7083673471094228,0.8009882,0.6157464968921855,0.7083673471094228
humod_00817,"What is it?
I don't know.","Yes, Jon.  That Karl.","['Oh ok.', ""Maybe it's an ancient statue."", 'Must be a bad thing']",0.7324272153196889,0.7324272153196889,0.8931953,0.5716591591473735,0.7324272153196889
humod_00818,I told them to fall back...,They're but off!  Do something!,"[""They're already moving forward. Do something!"", 'Did they understand what you said?', ""But they didn't!""]",0.7733668372223845,0.7733668372223845,0.8874896,0.659244057573889,0.7733668372223845
humod_00819,I told them to fall back...,"Let's say today, we make it your business.","['Good plan.', 'make it your business to fall back today', ""It's not your fault.""]",0.9445313574299359,0.9445313574299359,0.9051895,0.9838732006997154,0.9445313574299359
humod_00820,We're not making that out too well.  What is it?,You tell me.  I only work here.,"[""That is interesting, you don't seem to have any duties."", ""I'm not to sure either."", ""It's a spacecraft.  Look at more closely.""]",0.9429917526374508,0.9429917526374508,0.9149959,0.970987596537719,0.9429917526374508
humod_00821,We're not making that out too well.  What is it?,Thanks.,"[""Im not sure. I've never seen it before."", 'Looks like it may well be a a rare coin.', ""It's just bad luck, that's my opinion.""]",0.8053962051169763,0.8053962051169763,0.90170354,0.709088873723485,0.8053962051169763
humod_00822,Let's get the fuck out of here!,"Not that tunnel, the other one!","['Take this tunnel to get out.', 'Where should I go?', 'And rapidly!']",0.9239994893945203,0.9239994893945203,0.9024471,0.945551874335,0.9239994893945203
humod_00823,Let's get the fuck out of here!,"Not tonight, Louis. No more rest.","['Tonight then, no more rest.', ""Let's!"", 'I was thinking the same thing.']",0.8975742490121266,0.8975742490121266,0.9298501,0.865298396553306,0.8975742490121266
