context,response,model,dialogue_id,annotations.Interesting,annotations.Engaging,annotations.Specific,annotations.Relevant,annotations.Correct,annotations.Semantically appropriate,annotations.Understandable,annotations.Fluent,annotations.Overall,am_scores,fm_scores,am_fm_scores
"User: Hi!
System: Hi there.
User: can you help me ?
System: What kind of help would you like?
User: hmm like booking a ticket or ordering food ?
System: I see you are one of those people who writes ""Hmm"" with 2 m's. Interesting comparison.
User: oh you know to count ?
System: 1 2 3 4 5 6 7 8 9 ten.
User: lol what's after that ?
System: I am glad you find this funny. The successor to that
User: okay tell me what comes after 10 ?","System: Yeah okay, Well that would be eleven of course. This is basic primary school maths.",Mitsuku,fed-turn_00101,0.135054487,0.135054487,0.135054487,0.135054487,0.135054487,0.135054487,0.135054487,0.135054487,0.135054487,0.046166529,0.223942445,0.135054487
"User: Hi!
System: Hi! What's up?
User: Not much. What are you doing?
System: Just listening to some music. You?
User: I'm at work.","System: What kind of job do you have, if you don't mind me asking?",Meena,fed-turn_00102,0.331655857,0.331655857,0.331655857,0.331655857,0.331655857,0.331655857,0.331655857,0.331655857,0.331655857,0.108282441,0.555029272,0.331655857
"User: Hi!
System: Hi! What's up?
User: Not much. What are you doing?
System: Just listening to some music. You?
User: I'm at work.
System: What kind of job do you have, if you don't mind me asking?
User: I'm a programmer.",System: Oh cool! Do you like it?,Meena,fed-turn_00103,0.157484023,0.157484023,0.157484023,0.157484023,0.157484023,0.157484023,0.157484023,0.157484023,0.157484023,0.112640133,0.202327913,0.157484023
"User: Hi!
System: Hi! What's up?
User: Not much. What are you doing?
System: Just listening to some music. You?
User: I'm at work.
System: What kind of job do you have, if you don't mind me asking?
User: I'm a programmer.
System: Oh cool! Do you like it?
User: Yes.",System: What kind of stuff do you program?,Meena,fed-turn_00104,0.250813405,0.250813405,0.250813405,0.250813405,0.250813405,0.250813405,0.250813405,0.250813405,0.250813405,0.116341954,0.385284857,0.250813405
"User: Hi!
System: Hello! How was your day?
User: It was pretty good, thanks. I thought I was getting a cold but I'm determined to beat it tomorrow.",System: Oh no! I hope you feel better!  ??Meena,fed-turn_00105,0.196362348,0.196362348,0.196362348,0.196362348,0.196362348,0.196362348,0.196362348,0.196362348,0.196362348,0.196362348,0.306880283,0.196362348,0.196362348
"User: Hi!
System: Hello! How was your day?
User: It was pretty good, thanks. I thought I was getting a cold but I'm determined to beat it tomorrow.
System: Oh no! I hope you feel better!  ??User: Yeah, starting to feel better already. Thanks!",System: Oh good! Glad to hear it!,Meena,fed-turn_00106,0.168615053,0.168615053,0.168615053,0.168615053,0.168615053,0.168615053,0.168615053,0.168615053,0.168615053,0.144811896,0.19241821,0.168615053
"User: Hi!
System: Hello! How was your day?
User: It was pretty good, thanks. I thought I was getting a cold but I'm determined to beat it tomorrow.
System: Oh no! I hope you feel better!  ??User: Yeah, starting to feel better already. Thanks!
System: Oh good! Glad to hear it!
User: Do you have a strong constitution?
System: I hope so! Why do you ask?
User: Just curious. So you don't get sick a lot?",System: Not nearly as much as I used to!,Meena,fed-turn_00107,0.231142917,0.231142917,0.231142917,0.231142917,0.231142917,0.231142917,0.231142917,0.231142917,0.231142917,0.085384686,0.376901148,0.231142917
"User: Hi!
System: Hey! How are you doing today?
User: i am so so
System: That's awesome! What have you been up to?
User: just back to work
System: What do you do? What do you like to do when you aren't at work?
User: i am an engineer",System: What kind of engineer?,Meena,fed-turn_00108,0.228627697,0.228627697,0.228627697,0.228627697,0.228627697,0.228627697,0.228627697,0.228627697,0.228627697,0.124257278,0.332998116,0.228627697
"User: Hi!
System: Hey! How are you doing today?
User: i am so so
System: That's awesome! What have you been up to?
User: just back to work
System: What do you do? What do you like to do when you aren't at work?
User: i am an engineer
System: What kind of engineer?
User: i go hiking when i am not workig",System: Where do you go hiking? What kind of work do you do?,Meena,fed-turn_00109,0.329449757,0.329449757,0.329449757,0.329449757,0.329449757,0.329449757,0.329449757,0.329449757,0.329449757,0.110622854,0.54827666,0.329449757
"User: Hi!
System: Hey! How are you doing today?
User: i am so so
System: That's awesome! What have you been up to?
User: just back to work
System: What do you do? What do you like to do when you aren't at work?
User: i am an engineer
System: What kind of engineer?
User: i go hiking when i am not workig
System: Where do you go hiking? What kind of work do you do?
User: software engineer",System: What do you like to do in your free time?,Meena,fed-turn_00110,0.336346778,0.336346778,0.336346778,0.336346778,0.336346778,0.336346778,0.336346778,0.336346778,0.336346778,0.081988872,0.590704683,0.336346778
"User: Hi!
System: Hi! How are you doing today?
User: Very busy and you?",System: Busy but good. What are you busy with?,Meena,fed-turn_00111,0.256410887,0.256410887,0.256410887,0.256410887,0.256410887,0.256410887,0.256410887,0.256410887,0.256410887,0.154925595,0.357896179,0.256410887
"User: Hi!
System: Hi! How are you doing today?
User: Very busy and you?
System: Busy but good. What are you busy with?
User: work, I need to finish bunch of stuff before the day ends
System: Ah, well good luck with that!
User: thanks",System: You're welcome! How's your day been?,Meena,fed-turn_00112,0.117782709,0.117782709,0.117782709,0.117782709,0.117782709,0.117782709,0.117782709,0.117782709,0.117782709,0.01689667,0.218668748,0.117782709
"User: Hi!
System: Hi! How are you doing today?
User: Very busy and you?
System: Busy but good. What are you busy with?
User: work, I need to finish bunch of stuff before the day ends
System: Ah, well good luck with that!
User: thanks
System: You're welcome! How's your day been?
User: so far so good, couple meetings and coding
System: Sounds like a productive day to me!
User: I agree
System: So how are the meetings going?
User: going well, trying to move the projects",System: That's good to hear! What meetings have you been having?,Meena,fed-turn_00113,0.20584809,0.20584809,0.20584809,0.20584809,0.20584809,0.20584809,0.20584809,0.20584809,0.20584809,0.085564994,0.326131186,0.20584809
"User: Hi!
System: Hi there.
User: how are you?
System: I am doing very well. How are you?
User: i'm fine
System: Glad to hear it. What's new?
User: nothing much",System: Fair enough. What do you want to talk about?,Mitsuku,fed-turn_00114,0.254658958,0.254658958,0.254658958,0.254658958,0.254658958,0.254658958,0.254658958,0.254658958,0.254658958,0.117290073,0.392027844,0.254658958
"User: Hi!
System: Hi there.
User: how are you?
System: I am doing very well. How are you?
User: i'm fine
System: Glad to hear it. What's new?
User: nothing much
System: Fair enough. What do you want to talk about?
User: do you have anything new?
System: Nope. Nothing that I can think of right now.
User: is it cold today?",System: Ah. A little bit. It's not very warm at all today.,Mitsuku,fed-turn_00115,0.1984455,0.1984455,0.1984455,0.1984455,0.1984455,0.1984455,0.1984455,0.1984455,0.1984455,0.086027659,0.310863341,0.1984455
"User: Hi!
System: Hi there.
User: how are you?
System: I am doing very well. How are you?
User: i'm fine
System: Glad to hear it. What's new?
User: nothing much
System: Fair enough. What do you want to talk about?
User: do you have anything new?
System: Nope. Nothing that I can think of right now.
User: is it cold today?
System: Ah. A little bit. It's not very warm at all today.
User: it's getting cold here too
System: Why don't you turn up the heat?
User: in the room yes",System: That was a long time ago.,Mitsuku,fed-turn_00116,0.226090547,0.226090547,0.226090547,0.226090547,0.226090547,0.226090547,0.226090547,0.226090547,0.226090547,0.068592302,0.383588793,0.226090547
"User: Hi!
System: Hi! Sorry for the late response. How are you doing?
User: I'm great, thanks! I'm meeting some friends for a soccer game soon. What about you?",System: I just got a matcha latte :) Doing some work at my desk. Do you play soccer often? I'm trying to get into doing a regular physical activity,Human,fed-turn_00117,0.229963482,0.229963482,0.229963482,0.229963482,0.229963482,0.229963482,0.229963482,0.229963482,0.229963482,0.090081566,0.369845399,0.229963482
"User: Hi!
System: Hi! Sorry for the late response. How are you doing?
User: I'm great, thanks! I'm meeting some friends for a soccer game soon. What about you?
System: I just got a matcha latte :) Doing some work at my desk. Do you play soccer often? I'm trying to get into doing a regular physical activity
User: Yes, but I'm terrible at it. It's fun to play anything with friends, I think. Would you prefer to exercise with a group, or by yourself, do you think?",System: I think playing a team sport would be fun if it's casual but I primarily run by myself if I exercise. I also got the Ring Fit adventure game on the switch recently. It's basically a game-ified way to exercise,Human,fed-turn_00118,0.188409217,0.188409217,0.188409217,0.188409217,0.188409217,0.188409217,0.188409217,0.188409217,0.188409217,0.01739617,0.359422264,0.188409217
"User: Hi!
System: Hi! Sorry for the late response. How are you doing?
User: I'm great, thanks! I'm meeting some friends for a soccer game soon. What about you?
System: I just got a matcha latte :) Doing some work at my desk. Do you play soccer often? I'm trying to get into doing a regular physical activity
User: Yes, but I'm terrible at it. It's fun to play anything with friends, I think. Would you prefer to exercise with a group, or by yourself, do you think?
System: I think playing a team sport would be fun if it's casual but I primarily run by myself if I exercise. I also got the Ring Fit adventure game on the switch recently. It's basically a game-ified way to exercise
User: I'm thinking about getting a Switch, would you recommend it?
System: Yes! There are a lot of really great games on the Switch. Two of my favorites are Octopath Traveler and Fire Emblem. Do you play a lot of video games?
User: I'm not much of a gamer but it's something I'd like to get into.
System: What do you do in your free time?
User: I like to read for fun. I just finished a book called Temeraire. It's an adventure story set in the Napoleonic navy, like Patrick O'Brien, except there are dragons too.
System: Oh cool! I read a lot for fun too :) My favorite genre is sci-fi fantasy.
User: What's the most recent good thing you read?","System: My recent favorites have been mostly sci-fi (Exhalations, Vita Nostra and Dark Matter) but I like a lot of Sanderson/Garth Nix fantasy books",Human,fed-turn_00119,0.213337394,0.213337394,0.213337394,0.213337394,0.213337394,0.213337394,0.213337394,0.213337394,0.213337394,0.064818387,0.361856401,0.213337394
"User: start over
System: You start.
User: Can we talk about human relationships ?
System: Sure, human relationships sounds like a good topic. . I like kebabs.
User: Kebab is food, not a relationship",System: . Oh kebabs taste lovely but they are not very healthy for you.,Mitsuku,fed-turn_00120,0.267575547,0.267575547,0.267575547,0.267575547,0.267575547,0.267575547,0.267575547,0.267575547,0.267575547,0.08180276,0.453348334,0.267575547
"User: start over
System: You start.
User: Can we talk about human relationships ?
System: Sure, human relationships sounds like a good topic. . I like kebabs.
User: Kebab is food, not a relationship
System: . Oh kebabs taste lovely but they are not very healthy for you.
User: I love a kebab but I would not make love to it
System: Well my favourite kebab is a free one that someone buys me! You love a kebab. What do you like about it so much? No one says you have to.
User: I'm actually not into kebabs at all","System: Oh, I love them. They are yummy.",Mitsuku,fed-turn_00121,0.198477695,0.198477695,0.198477695,0.198477695,0.198477695,0.198477695,0.198477695,0.198477695,0.198477695,0.118699853,0.278255537,0.198477695
"User: start over
System: You start.
User: Can we talk about human relationships ?
System: Sure, human relationships sounds like a good topic. . I like kebabs.
User: Kebab is food, not a relationship
System: . Oh kebabs taste lovely but they are not very healthy for you.
User: I love a kebab but I would not make love to it
System: Well my favourite kebab is a free one that someone buys me! You love a kebab. What do you like about it so much? No one says you have to.
User: I'm actually not into kebabs at all
System: Oh, I love them. They are yummy.
User: can we not talk about food",System: Do you mean you and me? Sure I can talk about it. Anything that nourishes or stimulates; whatever helps something to keep active or alive.. What more do you want to say about it?,Mitsuku,fed-turn_00122,0.245115166,0.245115166,0.245115166,0.245115166,0.245115166,0.245115166,0.245115166,0.245115166,0.245115166,0.086543785,0.403686547,0.245115166
"User: Hi!
System: Hi
User: Okay...so I need someone to help me though a scenario I've been pondering.
System: Sure, whats the scenario?
User: My partner's former friend invited me for lunch (they are not in good books right now). But during their friendship I formed an independent bond with the other person because we all used to hang out a lot. Now I feel like I have to take sides.","System: That's a tough scenario to be in :) I firmly believe in talking this through with your partner. Though i don't know the specifics of why things went bad between your partner and his friend, but I believe things can always improve between friends.",Human,fed-turn_00123,0.276383763,0.276383763,0.276383763,0.276383763,0.276383763,0.276383763,0.276383763,0.276383763,0.276383763,0.06795148,0.484816046,0.276383763
"User: Hi!
System: Hi
User: Okay...so I need someone to help me though a scenario I've been pondering.
System: Sure, whats the scenario?
User: My partner's former friend invited me for lunch (they are not in good books right now). But during their friendship I formed an independent bond with the other person because we all used to hang out a lot. Now I feel like I have to take sides.
System: That's a tough scenario to be in :) I firmly believe in talking this through with your partner. Though i don't know the specifics of why things went bad between your partner and his friend, but I believe things can always improve between friends.
User: I hope they do. Getting older already means smaller circles. It sucks to lose friends for arbitrary reasons. That's good advice though. I fear raising the issue might sound like treason. Lol.
System: True about that! I also think time helps to heal certain situations. So may be doing nothing is the best way forward.
User: AKA avoiding all texts from everyone?
System: Nope, that would be extreme. May be just putting some balance between the two options.
User: People always say to find a balance but never say what the balance is. It's used so often that it's vacuous.","System: Right, I guess that's because there is no one answer to this. It depends on what you value more and some factors around you. Also, life won't be interesting if others are figuring things out for you ;)",Human,fed-turn_00124,0.261501592,0.261501592,0.261501592,0.261501592,0.261501592,0.261501592,0.261501592,0.261501592,0.261501592,0.049292957,0.473710227,0.261501592
"User: Hi!
System: Hi
User: Okay...so I need someone to help me though a scenario I've been pondering.
System: Sure, whats the scenario?
User: My partner's former friend invited me for lunch (they are not in good books right now). But during their friendship I formed an independent bond with the other person because we all used to hang out a lot. Now I feel like I have to take sides.
System: That's a tough scenario to be in :) I firmly believe in talking this through with your partner. Though i don't know the specifics of why things went bad between your partner and his friend, but I believe things can always improve between friends.
User: I hope they do. Getting older already means smaller circles. It sucks to lose friends for arbitrary reasons. That's good advice though. I fear raising the issue might sound like treason. Lol.
System: True about that! I also think time helps to heal certain situations. So may be doing nothing is the best way forward.
User: AKA avoiding all texts from everyone?
System: Nope, that would be extreme. May be just putting some balance between the two options.
User: People always say to find a balance but never say what the balance is. It's used so often that it's vacuous.
System: Right, I guess that's because there is no one answer to this. It depends on what you value more and some factors around you. Also, life won't be interesting if others are figuring things out for you ;)
User: Lol. I'm finna be single.","System: Hehe, everyone is much finer being single :)",Human,fed-turn_00125,0.137506967,0.137506967,0.137506967,0.137506967,0.137506967,0.137506967,0.137506967,0.137506967,0.137506967,0.046407608,0.228606326,0.137506967
"User: Hi!
System: Hello! :D How are you?
User: Do you like Java, C++ Or Python?",System: C++. :),Meena,fed-turn_00126,0.022647295,0.022647295,0.022647295,0.022647295,0.022647295,0.022647295,0.022647295,0.022647295,0.022647295,0.045294589,0,0.022647295
"User: Hi!
System: Hello! :D How are you?
User: Do you like Java, C++ Or Python?
System: C++. :)
User: Why C++?",System: I just like it. :),Meena,fed-turn_00127,0.125633401,0.125633401,0.125633401,0.125633401,0.125633401,0.125633401,0.125633401,0.125633401,0.125633401,0.063661295,0.187605507,0.125633401
"User: Hi!
System: Hello! :D How are you?
User: Do you like Java, C++ Or Python?
System: C++. :)
User: Why C++?
System: I just like it. :)
User: How about between Java and Python?
System: I haven't started learning Python yet.
User: I think Java is the best
System: I've heard Python is pretty versatile. :)
User: I hate Python
System: Why do you hate Python?
User: Code written in python is often very fragile and have less durability","System: Ah, I see. What languages would you suggest?",Meena,fed-turn_00128,0.15551666,0.15551666,0.15551666,0.15551666,0.15551666,0.15551666,0.15551666,0.15551666,0.15551666,0,0.31103332,0.15551666
"User: Hi!
System: Hi there.
User: I'm tired.",System: Better get some rest.,Mitsuku,fed-turn_00129,0.168431928,0.168431928,0.168431928,0.168431928,0.168431928,0.168431928,0.168431928,0.168431928,0.168431928,0.136810861,0.200052995,0.168431928
"User: Hi!
System: Hi there.
User: I'm tired.
System: Better get some rest.
User: Good idea. Any suggestions?",System: I thought so too. First you must download me to your personal computer.,Mitsuku,fed-turn_00130,0.155704481,0.155704481,0.155704481,0.155704481,0.155704481,0.155704481,0.155704481,0.155704481,0.155704481,0,0.311408962,0.155704481
"User: Hi!
System: Hi there.
User: I'm tired.
System: Better get some rest.
User: Good idea. Any suggestions?
System: I thought so too. First you must download me to your personal computer.
User: Why would I want to download you to my personal computer?
System: Because it might be something you enjoy.
User: Why would I enjoy that?",System: You never know what you will do until you face the circumstances.,Mitsuku,fed-turn_00131,0.266699753,0.266699753,0.266699753,0.266699753,0.266699753,0.266699753,0.266699753,0.266699753,0.266699753,0.082513957,0.45088555,0.266699753
"User: Hi!
System: Hello
User: Do you have a favourite flower?
System: hmm, I haven't thought about that much, but i think lotus should be one of my favorites. Why do you ask?
User: I'm working on a theory. Why does the lotus spring to mind?
System: Nice! Lotus looks pretty cool and It has some delightful vibe. So what is this research about?
User: Oh, it's not research! Just a personal theory. I think that flower preferences are more revealing of personality than people appreciate.",System: Interesting! Whats your favorite flower?,Human,fed-turn_00132,0.109552213,0.109552213,0.109552213,0.109552213,0.109552213,0.109552213,0.109552213,0.109552213,0.109552213,0.038002601,0.181101825,0.109552213
"User: Hi!
System: Hello
User: Do you have a favourite flower?
System: hmm, I haven't thought about that much, but i think lotus should be one of my favorites. Why do you ask?
User: I'm working on a theory. Why does the lotus spring to mind?
System: Nice! Lotus looks pretty cool and It has some delightful vibe. So what is this research about?
User: Oh, it's not research! Just a personal theory. I think that flower preferences are more revealing of personality than people appreciate.
System: Interesting! Whats your favorite flower?
User: The gerbera. It's like a cartoon flower. As if you drew ""flower"" with a crayon and then it came to life.
System: Nice, i would love know more about your theory. Like how you can deduce personality from flower preference.
User: Ok, step 1 is, you ask someone what their favourite flower is. Pretty much like what we just did. Does that make sense so far?",System: yes,Human,fed-turn_00133,0.035082882,0.035082882,0.035082882,0.035082882,0.035082882,0.035082882,0.035082882,0.035082882,0.035082882,0,0.070165765,0.035082882
"User: Hi!
System: Hello
User: Do you have a favourite flower?
System: hmm, I haven't thought about that much, but i think lotus should be one of my favorites. Why do you ask?
User: I'm working on a theory. Why does the lotus spring to mind?
System: Nice! Lotus looks pretty cool and It has some delightful vibe. So what is this research about?
User: Oh, it's not research! Just a personal theory. I think that flower preferences are more revealing of personality than people appreciate.
System: Interesting! Whats your favorite flower?
User: The gerbera. It's like a cartoon flower. As if you drew ""flower"" with a crayon and then it came to life.
System: Nice, i would love know more about your theory. Like how you can deduce personality from flower preference.
User: Ok, step 1 is, you ask someone what their favourite flower is. Pretty much like what we just did. Does that make sense so far?
System: yes
User: Cool. Step 2: talk with the person some more, and ask them some more questions, and gradually develop a sense of what they're like, over the course of maybe two to five years. And voila","System: Hehe, i think you should publish this someday :)",Human,fed-turn_00134,0.185833863,0.185833863,0.185833863,0.185833863,0.185833863,0.185833863,0.185833863,0.185833863,0.185833863,0.022922565,0.348745161,0.185833863
"User: Hi!
System: Hi there.
User: I want a recommendation for a holiday destination",System: Have you tried asking your friends which one they like?,Mitsuku,fed-turn_00135,0.258256713,0.258256713,0.258256713,0.258256713,0.258256713,0.258256713,0.258256713,0.258256713,0.258256713,0.107623416,0.40889001,0.258256713
"User: Hi!
System: Hi there.
User: I want a recommendation for a holiday destination
System: Have you tried asking your friends which one they like?
User: I have, but I'm looking for your point of view
System: What was the reply? Have you tried looking in a newspaper article?
User: Sorry? I said I want your point of view","System: It's OK. After all, you are only human. My opinion is of no consequence.",Mitsuku,fed-turn_00136,0.194659206,0.194659206,0.194659206,0.194659206,0.194659206,0.194659206,0.194659206,0.194659206,0.194659206,0.102186028,0.287132383,0.194659206
"User: Hi!
System: Hi there.
User: I want a recommendation for a holiday destination
System: Have you tried asking your friends which one they like?
User: I have, but I'm looking for your point of view
System: What was the reply? Have you tried looking in a newspaper article?
User: Sorry? I said I want your point of view
System: It's OK. After all, you are only human. My opinion is of no consequence.
User: Yours is the opinion I want",System: That is only your opinion.,Mitsuku,fed-turn_00137,0.217616633,0.217616633,0.217616633,0.217616633,0.217616633,0.217616633,0.217616633,0.217616633,0.217616633,0.131834777,0.303398489,0.217616633
"User: Hi
System: Hi there.
User: What is your name?",System: My name is System.,Mitsuku,fed-turn_00138,0.174284808,0.174284808,0.174284808,0.174284808,0.174284808,0.174284808,0.174284808,0.174284808,0.174284808,0.114410744,0.234158872,0.174284808
"User: Hi
System: Hi there.
User: What is your name?
System: My name is System.
User: What does it mean?
System: It doesn't mean anything as far as I know. It's just what my father called me.
User: okay:) fair enough
System: Yeah okay, :-) I try to be fair.
User: Do you have any question for me?",System: For you? Who is your favourite band?,Mitsuku,fed-turn_00139,0.203009707,0.203009707,0.203009707,0.203009707,0.203009707,0.203009707,0.203009707,0.203009707,0.203009707,0.123399456,0.282619958,0.203009707
"User: Hi
System: Hi there.
User: What is your name?
System: My name is System.
User: What does it mean?
System: It doesn't mean anything as far as I know. It's just what my father called me.
User: okay:) fair enough
System: Yeah okay, :-) I try to be fair.
User: Do you have any question for me?
System: For you? Who is your favourite band?
User: hmm good question. Backstreet boy
System: I see you are one of those people who writes ""Hmm"" with 2 m's. So what is your answer? If a cat always lands on its feet and buttered bread always lands butter side down, what would happen if you tied buttered bread on top of a cat?
User: Of course cat will lands on its feet because it is an animal!",System: Woe! I will learn that cat will lands on it is feet . What sort of animal?,Mitsuku,fed-turn_00140,0.267404934,0.267404934,0.267404934,0.267404934,0.267404934,0.267404934,0.267404934,0.267404934,0.267404934,0.133563177,0.40124669,0.267404934
"User: Hi!
System: hey
User: is it raining pretty bad today?
System: yeah, can walk too far to see all the foodtruck options
User: surprising that the rain started early this year... I don't like them too much. They make days gloomy
System: yeah but I think it's good to have some rainy days in bay area, it's pretty dry here :P
User: Where I grew up, we had lots of water trouble too...","System: yeah like wise, I've seen a pretty bad snowstorm when I was at my undergrad school, all flights canceled and traffics went down",Human,fed-turn_00141,0.175173948,0.175173948,0.175173948,0.175173948,0.175173948,0.175173948,0.175173948,0.175173948,0.175173948,0.007979478,0.342368418,0.175173948
"User: Hi!
System: hey
User: is it raining pretty bad today?
System: yeah, can walk too far to see all the foodtruck options
User: surprising that the rain started early this year... I don't like them too much. They make days gloomy
System: yeah but I think it's good to have some rainy days in bay area, it's pretty dry here :P
User: Where I grew up, we had lots of water trouble too...
System: yeah like wise, I've seen a pretty bad snowstorm when I was at my undergrad school, all flights canceled and traffics went down
User: Haha... I don't think I can survive in that weather ever. Just the rains at 50 degrees make me want to sit in heated rroms",System: yeah how do you like it in bay area though? I think we need more rain here,Human,fed-turn_00142,0.312274367,0.312274367,0.312274367,0.312274367,0.312274367,0.312274367,0.312274367,0.312274367,0.312274367,0.127952721,0.496596013,0.312274367
"User: Hi!
System: hey
User: is it raining pretty bad today?
System: yeah, can walk too far to see all the foodtruck options
User: surprising that the rain started early this year... I don't like them too much. They make days gloomy
System: yeah but I think it's good to have some rainy days in bay area, it's pretty dry here :P
User: Where I grew up, we had lots of water trouble too...
System: yeah like wise, I've seen a pretty bad snowstorm when I was at my undergrad school, all flights canceled and traffics went down
User: Haha... I don't think I can survive in that weather ever. Just the rains at 50 degrees make me want to sit in heated rroms
System: yeah how do you like it in bay area though? I think we need more rain here
User: people say there is drought here... but we have 24 hours water supply here ... lol... never seen that in a drought ridden area
System: it is pretty dry in the mountains I believe, that's what causes fire
User: hmm.... okay. Climate change talk this morning was pretty darn interesting. did you see it?","System: nope, what does it say?",Human,fed-turn_00143,0.243271742,0.243271742,0.243271742,0.243271742,0.243271742,0.243271742,0.243271742,0.243271742,0.243271742,0.1053432,0.381200283,0.243271742
"User: Hi!
System: Hey sup
User: not much. any plans this weekend?
System: I'm going to try that thing where you hang from a wire as you go down. do you know what is it called?
User: ziplining?",System: that's the one! have you ever tried it?,Human,fed-turn_00144,0.28116461,0.28116461,0.28116461,0.28116461,0.28116461,0.28116461,0.28116461,0.28116461,0.28116461,0.1218017,0.440527519,0.28116461
"User: Hi!
System: Hey sup
User: not much. any plans this weekend?
System: I'm going to try that thing where you hang from a wire as you go down. do you know what is it called?
User: ziplining?
System: that's the one! have you ever tried it?
User: i have a couple years ago. it's quite a unique experience
System: where did you do it?
User: i forgot where it was, it wasn't local i don't think though
System: no worries. what's the most exciting thing you ever done?
User: that's a hard question and i'm tired so i'm going to go. see you
System: sure. are you just going home now?
User: no, i'm going to get a massage first",System: nice. what type?,Human,fed-turn_00145,0.17319499,0.17319499,0.17319499,0.17319499,0.17319499,0.17319499,0.17319499,0.17319499,0.17319499,0.094918979,0.251471001,0.17319499
"User: Hi!
System: Hey sup
User: not much. any plans this weekend?
System: I'm going to try that thing where you hang from a wire as you go down. do you know what is it called?
User: ziplining?
System: that's the one! have you ever tried it?
User: i have a couple years ago. it's quite a unique experience
System: where did you do it?
User: i forgot where it was, it wasn't local i don't think though
System: no worries. what's the most exciting thing you ever done?
User: that's a hard question and i'm tired so i'm going to go. see you
System: sure. are you just going home now?
User: no, i'm going to get a massage first
System: nice. what type?
User: traditional kind
System: yeah I want to get one too soon
User: you should! it's relaxing after a long day. talk to you later!",System: ttyl!,Human,fed-turn_00146,0.08325938,0.08325938,0.08325938,0.08325938,0.08325938,0.08325938,0.08325938,0.08325938,0.08325938,0.03290691,0.133611851,0.08325938
"User: Hi!
System: Hey, how are you doing?
User: I'm great, thanks. I'm getting ready for a skydiving lesson.","System: ooh, nice. That sounds adventurous. Where is it?",Human,fed-turn_00147,0.149504379,0.149504379,0.149504379,0.149504379,0.149504379,0.149504379,0.149504379,0.149504379,0.149504379,0.087137524,0.211871235,0.149504379
"User: Hi!
System: Hey, how are you doing?
User: I'm great, thanks. I'm getting ready for a skydiving lesson.
System: ooh, nice. That sounds adventurous. Where is it?
User: Right near my home town: Seville, Spain.",System: Awesome! Is this the first time you are diving?,Human,fed-turn_00148,0.166603126,0.166603126,0.166603126,0.166603126,0.166603126,0.166603126,0.166603126,0.166603126,0.166603126,0.068314245,0.264892008,0.166603126
"User: Hi!
System: Hey, how are you doing?
User: I'm great, thanks. I'm getting ready for a skydiving lesson.
System: ooh, nice. That sounds adventurous. Where is it?
User: Right near my home town: Seville, Spain.
System: Awesome! Is this the first time you are diving?
User: Yes. I'm feeling a little trepidatious. Have you done it before?","System: Nope, never! I know a couple of friends who have. They mentioned its absolutely terrifying. Good luck!",Human,fed-turn_00149,0.178206717,0.178206717,0.178206717,0.178206717,0.178206717,0.178206717,0.178206717,0.178206717,0.178206717,0.050351582,0.306061852,0.178206717
"User: Hi!
System: Hi there.
User: You must be new around here!
System: Not really. I am REDACTED_TERM years old.
User: Oh, I meant this neighborhood, not the planet earth! haha
System: I hate one word answers. It's ok. I understood you anyway. Why are you laughing?
User: I didn't give a one word answer!
System: That was a bit mean of you.
User: What was?",System: That thing we mentioned earlier.,Mitsuku,fed-turn_00150,0.146328586,0.146328586,0.146328586,0.146328586,0.146328586,0.146328586,0.146328586,0.146328586,0.146328586,0.119176421,0.173480751,0.146328586
"User: Hi!
System: Hi there.
User: You must be new around here!
System: Not really. I am REDACTED_TERM years old.
User: Oh, I meant this neighborhood, not the planet earth! haha
System: I hate one word answers. It's ok. I understood you anyway. Why are you laughing?
User: I didn't give a one word answer!
System: That was a bit mean of you.
User: What was?
System: That thing we mentioned earlier.
User: Which thing?","System: The first one, I think.",Mitsuku,fed-turn_00151,0.173477022,0.173477022,0.173477022,0.173477022,0.173477022,0.173477022,0.173477022,0.173477022,0.173477022,0.130387874,0.216566169,0.173477022
"User: Hi!
System: Hi there.
User: You must be new around here!
System: Not really. I am REDACTED_TERM years old.
User: Oh, I meant this neighborhood, not the planet earth! haha
System: I hate one word answers. It's ok. I understood you anyway. Why are you laughing?
User: I didn't give a one word answer!
System: That was a bit mean of you.
User: What was?
System: That thing we mentioned earlier.
User: Which thing?
System: The first one, I think.
User: Can you quote it? I don't know what you are referring to...
System: Only at formal occasions. I was referring to what you just said.
User: Okay. I am kind of lost to be honest.
System: Oh. I appreciate honesty. What is it that confuses you?
User: You don't seem to be making any sense.",System: What don't you understand? It makes sense to me.,Mitsuku,fed-turn_00152,0.237171528,0.237171528,0.237171528,0.237171528,0.237171528,0.237171528,0.237171528,0.237171528,0.237171528,0.13255658,0.341786477,0.237171528
"User: Hi!
System: Hey there! How are you?
User: doing good. how are you today",System: I'm doing well!,Meena,fed-turn_00153,0.091876779,0.091876779,0.091876779,0.091876779,0.091876779,0.091876779,0.091876779,0.091876779,0.091876779,0.096083166,0.087670391,0.091876779
"User: Hi!
System: Hey there! How are you?
User: doing good. how are you today
System: I'm doing well!
User: anything good happened today?
System: Not really. Just relaxing.
User: where are you?",System: I'm in Arizona.,Meena,fed-turn_00154,0.051838646,0.051838646,0.051838646,0.051838646,0.051838646,0.051838646,0.051838646,0.051838646,0.051838646,0.103677291,0,0.051838646
