context,dialogue_id,model,reference,response,annotations.overall,am_scores,fm_scores,am_fm_scores
"good afternoon ! can i help you ?
could you show me where the chinesc - style clothing is located ? i want to buy a silk coat .
this way , please . here they are . they 're all handmade .
oh , they look nice . may i try that black one on ?
of course . the fitting room is right over there .
do you have a medium in the same color ? this one is a little tight .
l'm sorry . all the black of that size are sold out . would you like a red one ?
ok . let me try it on . what do you think ?
oh , that suits you very well . besides it is believed in china that the red color brings happiness and good luck .
really ? i'ii take it and i 'm leaving here tomorrow . is it possible for you to send one in black to me by mail when you get it in ?
our pleasure . please fill out this form , leaving your address and telephone number .",dailydialog-gupta_00121,CVAEf,"['okay thank you for your help .', 'how long do you think it will take till it gets there ?', 'may i have a pen ?', 'thanks . how much would that come to ?']",thanks .,0.7269775837489327,0.9140392,0.5399159729139726,0.7269775837489327
"good afternoon ! can i help you ?
could you show me where the chinesc - style clothing is located ? i want to buy a silk coat .
this way , please . here they are . they 're all handmade .
oh , they look nice . may i try that black one on ?
of course . the fitting room is right over there .
do you have a medium in the same color ? this one is a little tight .
l'm sorry . all the black of that size are sold out . would you like a red one ?
ok . let me try it on . what do you think ?
oh , that suits you very well . besides it is believed in china that the red color brings happiness and good luck .
really ? i'ii take it and i 'm leaving here tomorrow . is it possible for you to send one in black to me by mail when you get it in ?
our pleasure . please fill out this form , leaving your address and telephone number .",dailydialog-gupta_00122,hredf,"['okay thank you for your help .', 'how long do you think it will take till it gets there ?', 'may i have a pen ?', 'thanks . how much would that come to ?']",ok .,0.7250374635860952,0.8710065,0.5790684383721415,0.7250374635860952
"good afternoon ! can i help you ?
could you show me where the chinesc - style clothing is located ? i want to buy a silk coat .
this way , please . here they are . they 're all handmade .
oh , they look nice . may i try that black one on ?
of course . the fitting room is right over there .
do you have a medium in the same color ? this one is a little tight .
l'm sorry . all the black of that size are sold out . would you like a red one ?
ok . let me try it on . what do you think ?
oh , that suits you very well . besides it is believed in china that the red color brings happiness and good luck .
really ? i'ii take it and i 'm leaving here tomorrow . is it possible for you to send one in black to me by mail when you get it in ?
our pleasure . please fill out this form , leaving your address and telephone number .",dailydialog-gupta_00123,seq2seqf,"['okay thank you for your help .', 'how long do you think it will take till it gets there ?', 'may i have a pen ?', 'thanks . how much would that come to ?']",thank you .,0.8694264960963822,0.9102591,0.828593864575882,0.8694264960963822
"good afternoon ! can i help you ?
could you show me where the chinesc - style clothing is located ? i want to buy a silk coat .
this way , please . here they are . they 're all handmade .
oh , they look nice . may i try that black one on ?
of course . the fitting room is right over there .
do you have a medium in the same color ? this one is a little tight .
l'm sorry . all the black of that size are sold out . would you like a red one ?
ok . let me try it on . what do you think ?
oh , that suits you very well . besides it is believed in china that the red color brings happiness and good luck .
really ? i'ii take it and i 'm leaving here tomorrow . is it possible for you to send one in black to me by mail when you get it in ?
our pleasure . please fill out this form , leaving your address and telephone number .",dailydialog-gupta_00124,dualencoder_train,"['okay thank you for your help .', 'how long do you think it will take till it gets there ?', 'may i have a pen ?', 'thanks . how much would that come to ?']",two waves ?,0.7403722074620644,0.9001442,0.5806001955256305,0.7403722074620644
"i have a cell phone in my car . now it 's probably on the floor on the passenger side . why do n't you get it for me , and then i can call the police ?
alright .
it does n't work . it looks like it 's broken . i need to get to a hospital . you should drive me there .",dailydialog-gupta_00125,CVAEf,"['all right i will drive you to the hospital', 'ok then we must go right away since my phone is broken', 'i hope your ok and i wish my cell phone did not brake', ""oh , yeah ? it 's better if we make a police report first . then you can go to the hospital .""]","i know , but it 's just the right time .",0.9227429196878294,0.9089319,0.93655392838399,0.9227429196878294
"i have a cell phone in my car . now it 's probably on the floor on the passenger side . why do n't you get it for me , and then i can call the police ?
alright .
it does n't work . it looks like it 's broken . i need to get to a hospital . you should drive me there .",dailydialog-gupta_00126,seq2seqf,"['all right i will drive you to the hospital', 'ok then we must go right away since my phone is broken', 'i hope your ok and i wish my cell phone did not brake', ""oh , yeah ? it 's better if we make a police report first . then you can go to the hospital .""]","i 'm sorry , but i 'm not sure .",0.9572461068708793,0.9302008,0.984291398540953,0.9572461068708793
"i have a cell phone in my car . now it 's probably on the floor on the passenger side . why do n't you get it for me , and then i can call the police ?
alright .
it does n't work . it looks like it 's broken . i need to get to a hospital . you should drive me there .",dailydialog-gupta_00127,human,"['all right i will drive you to the hospital', 'ok then we must go right away since my phone is broken', 'i hope your ok and i wish my cell phone did not brake', ""oh , yeah ? it 's better if we make a police report first . then you can go to the hospital .""]",i will drive you there and also call the police .,0.9288307851513968,0.9221318,0.9355297934931013,0.9288307851513968
"i have a cell phone in my car . now it 's probably on the floor on the passenger side . why do n't you get it for me , and then i can call the police ?
alright .
it does n't work . it looks like it 's broken . i need to get to a hospital . you should drive me there .",dailydialog-gupta_00128,hredf,"['all right i will drive you to the hospital', 'ok then we must go right away since my phone is broken', 'i hope your ok and i wish my cell phone did not brake', ""oh , yeah ? it 's better if we make a police report first . then you can go to the hospital .""]","well , i 'm sure you will .",0.9312118280087578,0.92864424,0.9337794161150194,0.9312118280087578
"i have a cell phone in my car . now it 's probably on the floor on the passenger side . why do n't you get it for me , and then i can call the police ?
alright .
it does n't work . it looks like it 's broken . i need to get to a hospital . you should drive me there .",dailydialog-gupta_00129,dualencoder_train,"['all right i will drive you to the hospital', 'ok then we must go right away since my phone is broken', 'i hope your ok and i wish my cell phone did not brake', ""oh , yeah ? it 's better if we make a police report first . then you can go to the hospital .""]","hmm maybe you 're right . but i ca n't stand all this green carpet here . and besides , i know how to paint . i will just cover everything with drop cloth . i wo n't get anything on the floor .",0.8834563013117133,0.8437295,0.9231831066212293,0.8834563013117133
"excuse me , may i help you ?
would you please fill some gas for me ?",dailydialog-gupta_00130,human,"['sure , how much gas do you need ?', 'i can . what kind of gas do you want ?', 'yes ! gas is 1.49 a gallon , is that okay ?', 'sure . which kind of gas do you want ?']","yes , i would be happy to fill your gas .",0.9416285408339146,0.9473494,0.9359076525372749,0.9416285408339146
"excuse me , may i help you ?
would you please fill some gas for me ?",dailydialog-gupta_00131,hredf,"['sure , how much gas do you need ?', 'i can . what kind of gas do you want ?', 'yes ! gas is 1.49 a gallon , is that okay ?', 'sure . which kind of gas do you want ?']",sure . what 's your name ?,0.9553843812999064,0.94775677,0.9630119953268637,0.9553843812999064
"excuse me , may i help you ?
would you please fill some gas for me ?",dailydialog-gupta_00132,dualencoder_train,"['sure , how much gas do you need ?', 'i can . what kind of gas do you want ?', 'yes ! gas is 1.49 a gallon , is that okay ?', 'sure . which kind of gas do you want ?']",sure . should i check your radiator ?,0.846492089726318,0.9350748,0.7579093732392569,0.846492089726318
"excuse me , may i help you ?
would you please fill some gas for me ?",dailydialog-gupta_00133,seq2seqf,"['sure , how much gas do you need ?', 'i can . what kind of gas do you want ?', 'yes ! gas is 1.49 a gallon , is that okay ?', 'sure . which kind of gas do you want ?']","no , sir . you can take a few minutes .",0.9528629343919558,0.92326045,0.9824654184207524,0.9528629343919558
"excuse me , may i help you ?
would you please fill some gas for me ?",dailydialog-gupta_00134,CVAEf,"['sure , how much gas do you need ?', 'i can . what kind of gas do you want ?', 'yes ! gas is 1.49 a gallon , is that okay ?', 'sure . which kind of gas do you want ?']","sure , we have many kinds of facials . would you mind coming with me ?",0.9538209411264224,0.9266293,0.9810125773669804,0.9538209411264224
"hey man , you wanna buy some weed ?
some what ?
weed ! you know ? pot , ganja , mary jane some chronic !
oh , umm , no thanks .
i also have blow if you prefer to do a few lines .
no , i am ok , really .
come on man ! i even got dope and acid ! try some !",dailydialog-gupta_00135,CVAEf,"[""i 'm really not interested ."", ""i wish you would n't pressure me so much ."", ""good luck , but i 'm good ."", 'do you really have all of these drugs ? where do you get them from ?']","oh , i guess you 're right . i want to get a _UNK .",0.9399406808642767,0.9412805,0.9386008775290297,0.9399406808642767
"hey man , you wanna buy some weed ?
some what ?
weed ! you know ? pot , ganja , mary jane some chronic !
oh , umm , no thanks .
i also have blow if you prefer to do a few lines .
no , i am ok , really .
come on man ! i even got dope and acid ! try some !",dailydialog-gupta_00136,dualencoder_train,"[""i 'm really not interested ."", ""i wish you would n't pressure me so much ."", ""good luck , but i 'm good ."", 'do you really have all of these drugs ? where do you get them from ?']","hey ! i thought you were n't interested ! sorry , i 've got ta go ! i 'm going to switch over to ebay and see if my bid is still the highest .",0.9052740249983608,0.8688191,0.94172893245064,0.9052740249983608
"hey man , you wanna buy some weed ?
some what ?
weed ! you know ? pot , ganja , mary jane some chronic !
oh , umm , no thanks .
i also have blow if you prefer to do a few lines .
no , i am ok , really .
come on man ! i even got dope and acid ! try some !",dailydialog-gupta_00137,seq2seqf,"[""i 'm really not interested ."", ""i wish you would n't pressure me so much ."", ""good luck , but i 'm good ."", 'do you really have all of these drugs ? where do you get them from ?']",i 'm so sorry . i 'm not sure .,0.9513755213754482,0.91397196,0.9887790822063102,0.9513755213754482
"hey man , you wanna buy some weed ?
some what ?
weed ! you know ? pot , ganja , mary jane some chronic !
oh , umm , no thanks .
i also have blow if you prefer to do a few lines .
no , i am ok , really .
come on man ! i even got dope and acid ! try some !",dailydialog-gupta_00138,hredf,"[""i 'm really not interested ."", ""i wish you would n't pressure me so much ."", ""good luck , but i 'm good ."", 'do you really have all of these drugs ? where do you get them from ?']",i swear . i love you .,0.918860975510476,0.88694763,0.9507743191850145,0.918860975510476
"hey man , you wanna buy some weed ?
some what ?
weed ! you know ? pot , ganja , mary jane some chronic !
oh , umm , no thanks .
i also have blow if you prefer to do a few lines .
no , i am ok , really .
come on man ! i even got dope and acid ! try some !",dailydialog-gupta_00139,human,"[""i 'm really not interested ."", ""i wish you would n't pressure me so much ."", ""good luck , but i 'm good ."", 'do you really have all of these drugs ? where do you get them from ?']",no thank you .,0.9020262471720881,0.935975,0.8680774791807547,0.9020262471720881
"what are your personal weaknesses ?
i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking .
are you more of a leader or a follower ?",dailydialog-gupta_00140,seq2seqf,"[""i 'm a follower .   once i 'm told what to do i get it down ."", 'leader .   i like to lead groups toward success .', 'it depends the situation .   i can be a leader if needed but i can just as easily support someone else in realizing their idea .', ""i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together .""]",i 'm not sure . i 'm not sure .,0.945765094052837,0.92601407,0.9655161223631815,0.945765094052837
"what are your personal weaknesses ?
i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking .
are you more of a leader or a follower ?",dailydialog-gupta_00141,dualencoder_train,"[""i 'm a follower .   once i 'm told what to do i get it down ."", 'leader .   i like to lead groups toward success .', 'it depends the situation .   i can be a leader if needed but i can just as easily support someone else in realizing their idea .', ""i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together .""]","yes , in some ways it was a step down from my previous job but it did offer me much better prospects for the future .",0.7841887454657928,0.8902614,0.6781160792647154,0.7841887454657928
"what are your personal weaknesses ?
i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking .
are you more of a leader or a follower ?",dailydialog-gupta_00142,CVAEf,"[""i 'm a follower .   once i 'm told what to do i get it down ."", 'leader .   i like to lead groups toward success .', 'it depends the situation .   i can be a leader if needed but i can just as easily support someone else in realizing their idea .', ""i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together .""]",i think i 'm not a member of doing well with other people . i used to be a professional professional principles and the other teachers .,0.8781978976942617,0.81281495,0.9435808444455303,0.8781978976942617
"what are your personal weaknesses ?
i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking .
are you more of a leader or a follower ?",dailydialog-gupta_00143,hredf,"[""i 'm a follower .   once i 'm told what to do i get it down ."", 'leader .   i like to lead groups toward success .', 'it depends the situation .   i can be a leader if needed but i can just as easily support someone else in realizing their idea .', ""i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together .""]",i think i am going to be a regular approach .,0.9042561636520239,0.9186674,0.8898449512626355,0.9042561636520239
"what are your personal weaknesses ?
i 'm afraid i 'm a poor talker . i 'm not comfortable talking with the people whom i have just met for the first time . that is not very good for business , so i have been studying public speaking .
are you more of a leader or a follower ?",dailydialog-gupta_00144,human,"[""i 'm a follower .   once i 'm told what to do i get it down ."", 'leader .   i like to lead groups toward success .', 'it depends the situation .   i can be a leader if needed but i can just as easily support someone else in realizing their idea .', ""i do n't try to lead people . i 'd rather cooperate with everybody , and get the job done by working together .""]",a follower,0.6664177261606903,0.85858095,0.47425450539907843,0.6664177261606903
"hi there , i want to reserve a hotel room .
no problem at all . could i have your full name , please ?",dailydialog-gupta_00145,human,"['billy bob', ""it 's billy bob"", 'my name is billy bob', 'sure , john sandals .']",alexander hamilton,0.8749264374481248,0.8217488,0.928104081771097,0.8749264374481248
"hi there , i want to reserve a hotel room .
no problem at all . could i have your full name , please ?",dailydialog-gupta_00146,hredf,"['billy bob', ""it 's billy bob"", 'my name is billy bob', 'sure , john sandals .']","yes , my name is paul .",0.8201171352215886,0.9187481,0.7214861897127389,0.8201171352215886
"hi there , i want to reserve a hotel room .
no problem at all . could i have your full name , please ?",dailydialog-gupta_00147,CVAEf,"['billy bob', ""it 's billy bob"", 'my name is billy bob', 'sure , john sandals .']",my name is james .,0.863480906621545,0.9099127,0.8170491078216423,0.863480906621545
"hi there , i want to reserve a hotel room .
no problem at all . could i have your full name , please ?",dailydialog-gupta_00148,seq2seqf,"['billy bob', ""it 's billy bob"", 'my name is billy bob', 'sure , john sandals .']",i 'd like to book a table for six .,0.9034408672100123,0.8883755,0.9185062137138479,0.9034408672100123
"hi there , i want to reserve a hotel room .
no problem at all . could i have your full name , please ?",dailydialog-gupta_00149,dualencoder_train,"['billy bob', ""it 's billy bob"", 'my name is billy bob', 'sure , john sandals .']","full - size , please . what 's the rate ?",0.8998456903694456,0.87372077,0.9259706156250608,0.8998456903694456
"may i help you ?
yes . i have to stay in your cry for just one day , can you suggest a short tour ?",dailydialog-gupta_00150,dualencoder_train,"['yes , i have many suggestions for a short tour .', 'yes , i can suggest a short tour .', 'yeah , i have a really good suggestion for a short tour .', 'are you interested in the natural landscape or the human landscape ?']",sure . we 'd like to have black forest cake for dessert .,0.9428079918300105,0.9072715,0.9783444792578605,0.9428079918300105
"may i help you ?
yes . i have to stay in your cry for just one day , can you suggest a short tour ?",dailydialog-gupta_00151,seq2seqf,"['yes , i have many suggestions for a short tour .', 'yes , i can suggest a short tour .', 'yeah , i have a really good suggestion for a short tour .', 'are you interested in the natural landscape or the human landscape ?']","yes , we have .",0.9119378172296346,0.9280549,0.8958207056796671,0.9119378172296346
"may i help you ?
yes . i have to stay in your cry for just one day , can you suggest a short tour ?",dailydialog-gupta_00152,CVAEf,"['yes , i have many suggestions for a short tour .', 'yes , i can suggest a short tour .', 'yeah , i have a really good suggestion for a short tour .', 'are you interested in the natural landscape or the human landscape ?']","ok , you are right . i have to take a look at this bracelet .",0.8240131882374568,0.93109524,0.7169311339746084,0.8240131882374568
"may i help you ?
yes . i have to stay in your cry for just one day , can you suggest a short tour ?",dailydialog-gupta_00153,human,"['yes , i have many suggestions for a short tour .', 'yes , i can suggest a short tour .', 'yeah , i have a really good suggestion for a short tour .', 'are you interested in the natural landscape or the human landscape ?']",would you prefer walking or a bus ?,0.9058639254142209,0.8902788,0.9214490346052971,0.9058639254142209
"may i help you ?
yes . i have to stay in your cry for just one day , can you suggest a short tour ?",dailydialog-gupta_00154,hredf,"['yes , i have many suggestions for a short tour .', 'yes , i can suggest a short tour .', 'yeah , i have a really good suggestion for a short tour .', 'are you interested in the natural landscape or the human landscape ?']",sure . what do you want to know ?,0.7530502056699251,0.9167536,0.589346821232886,0.7530502056699251
"you look upset , anything wrong ?",dailydialog-gupta_00155,CVAEf,"['my dog died this morning .', 'i just got fired from work .', 'i do nt feel very good ,', ""i 'm going to quit the job .""]",i have n't heard of it .,0.942609105191199,0.8855916,0.9996265842151006,0.942609105191199
"you look upset , anything wrong ?",dailydialog-gupta_00156,hredf,"['my dog died this morning .', 'i just got fired from work .', 'i do nt feel very good ,', ""i 'm going to quit the job .""]","yes , i have .",0.9586995795555127,0.92819583,0.9892033249511741,0.9586995795555127
"you look upset , anything wrong ?",dailydialog-gupta_00157,seq2seqf,"['my dog died this morning .', 'i just got fired from work .', 'i do nt feel very good ,', ""i 'm going to quit the job .""]","no , i have n't . i 'm not sure .",0.9419609838653018,0.90498835,0.9789336192465644,0.9419609838653018
"you look upset , anything wrong ?",dailydialog-gupta_00158,dualencoder_train,"['my dog died this morning .', 'i just got fired from work .', 'i do nt feel very good ,', ""i 'm going to quit the job .""]","yes , one last thing . how much holiday time do you give your employees every year ?",0.8840427965906554,0.884588,0.8834975900227415,0.8840427965906554
"you look upset , anything wrong ?",dailydialog-gupta_00159,human,"['my dog died this morning .', 'i just got fired from work .', 'i do nt feel very good ,', ""i 'm going to quit the job .""]","no , just tired",0.8497917819528065,0.8873838,0.8121997452792092,0.8497917819528065
"hello ?
hi , mr . smith . this is mary . is jenny there ?
no , i 'm afraid not , mary . may i take a message for her ?
yes , please tell her that band practice has been moved to tuesday night at eight thirty .
o . k . no problem . anything else ?",dailydialog-gupta_00160,CVAEf,"['tell her to show up early .', 'make sure you do nt forget .', 'nope , that s it .', 'no , but if she has any questions , she can call me at 555 - 2345 .']","yes , i have . i want to invite her for a moment .",0.9300645508300776,0.9247867,0.9353424147628773,0.9300645508300776
"hello ?
hi , mr . smith . this is mary . is jenny there ?
no , i 'm afraid not , mary . may i take a message for her ?
yes , please tell her that band practice has been moved to tuesday night at eight thirty .
o . k . no problem . anything else ?",dailydialog-gupta_00161,human,"['tell her to show up early .', 'make sure you do nt forget .', 'nope , that s it .', 'no , but if she has any questions , she can call me at 555 - 2345 .']","it is important , could you please be sure she gets the message .",0.9361022968434738,0.87958133,0.9926232614802215,0.9361022968434738
"hello ?
hi , mr . smith . this is mary . is jenny there ?
no , i 'm afraid not , mary . may i take a message for her ?
yes , please tell her that band practice has been moved to tuesday night at eight thirty .
o . k . no problem . anything else ?",dailydialog-gupta_00162,hredf,"['tell her to show up early .', 'make sure you do nt forget .', 'nope , that s it .', 'no , but if she has any questions , she can call me at 555 - 2345 .']",sure . i 'll be back in the afternoon .,0.9529580880790631,0.91719425,0.9887219289123376,0.9529580880790631
"hello ?
hi , mr . smith . this is mary . is jenny there ?
no , i 'm afraid not , mary . may i take a message for her ?
yes , please tell her that band practice has been moved to tuesday night at eight thirty .
o . k . no problem . anything else ?",dailydialog-gupta_00163,seq2seqf,"['tell her to show up early .', 'make sure you do nt forget .', 'nope , that s it .', 'no , but if she has any questions , she can call me at 555 - 2345 .']","no , i 'm not sure . i 'm not sure .",0.8989756240431708,0.92148143,0.8764698175557933,0.8989756240431708
"hello ?
hi , mr . smith . this is mary . is jenny there ?
no , i 'm afraid not , mary . may i take a message for her ?
yes , please tell her that band practice has been moved to tuesday night at eight thirty .
o . k . no problem . anything else ?",dailydialog-gupta_00164,dualencoder_train,"['tell her to show up early .', 'make sure you do nt forget .', 'nope , that s it .', 'no , but if she has any questions , she can call me at 555 - 2345 .']","mrs . davinson . mary davison . m - a - r - y , mary . d - a - v - i - n - s - o - n . davison .",0.8221998438287799,0.80838096,0.8360187262394078,0.8221998438287799
all right . i want to bring everybody back on this subject . when can we start working on this ?,dailydialog-gupta_00165,seq2seqf,"['yes need to start working on this right away', 'ok we got a little bit distracted', 'how about 5:00 pm tonight we start the work', 'well , we could probably get started with a preparatory meeting this afternoon at 2:00 .']","i 'm sorry , but i 'm not sure .",0.9403722195198307,0.9145386,0.9662058171371956,0.9403722195198307
all right . i want to bring everybody back on this subject . when can we start working on this ?,dailydialog-gupta_00166,dualencoder_train,"['yes need to start working on this right away', 'ok we got a little bit distracted', 'how about 5:00 pm tonight we start the work', 'well , we could probably get started with a preparatory meeting this afternoon at 2:00 .']",we 're going to that new restaurant for lunch . would you like to join us ?,0.8759718403901916,0.9165999,0.83534375144765,0.8759718403901916
all right . i want to bring everybody back on this subject . when can we start working on this ?,dailydialog-gupta_00167,human,"['yes need to start working on this right away', 'ok we got a little bit distracted', 'how about 5:00 pm tonight we start the work', 'well , we could probably get started with a preparatory meeting this afternoon at 2:00 .']",i 'm hoping we can start working on it early next week .,0.9431367967819435,0.92698157,0.9592920252274002,0.9431367967819435
all right . i want to bring everybody back on this subject . when can we start working on this ?,dailydialog-gupta_00168,hredf,"['yes need to start working on this right away', 'ok we got a little bit distracted', 'how about 5:00 pm tonight we start the work', 'well , we could probably get started with a preparatory meeting this afternoon at 2:00 .']","yes , i think so .",0.9398958357508442,0.9306725,0.9491191451421304,0.9398958357508442
all right . i want to bring everybody back on this subject . when can we start working on this ?,dailydialog-gupta_00169,CVAEf,"['yes need to start working on this right away', 'ok we got a little bit distracted', 'how about 5:00 pm tonight we start the work', 'well , we could probably get started with a preparatory meeting this afternoon at 2:00 .']",we should start getting on tuesday afternoon .,0.9382122573211087,0.9088518,0.9675727122931268,0.9382122573211087
are you busy tomorrow morning ?,dailydialog-gupta_00170,dualencoder_train,"[""no . i 'm free ."", ""yes .   i have a doctor 's appointment ."", ""i 'll have to check my calendar ."", ""i 'm free . what 's up ?""]","no , i 've been coming for the last 3 years . each year keeps getting better . where are you from ?",0.8266113443494486,0.901624,0.75159866478456,0.8266113443494486
are you busy tomorrow morning ?,dailydialog-gupta_00171,human,"[""no . i 'm free ."", ""yes .   i have a doctor 's appointment ."", ""i 'll have to check my calendar ."", ""i 'm free . what 's up ?""]","i 'm busy at 8:00 a.m. with a breakfast meeting , but i 'm free at 9:00 a.m. and afterwards . would you like to set up a meeting ?",0.9408303767698343,0.9035933,0.9780674517665973,0.9408303767698343
are you busy tomorrow morning ?,dailydialog-gupta_00172,hredf,"[""no . i 'm free ."", ""yes .   i have a doctor 's appointment ."", ""i 'll have to check my calendar ."", ""i 'm free . what 's up ?""]","yes , i am . i am going to meet you .",0.8292173372700355,0.91857195,0.7398627255349443,0.8292173372700355
are you busy tomorrow morning ?,dailydialog-gupta_00173,seq2seqf,"[""no . i 'm free ."", ""yes .   i have a doctor 's appointment ."", ""i 'll have to check my calendar ."", ""i 'm free . what 's up ?""]","no , i 'm not sure .",0.9532981650984741,0.9203393,0.9862570438695861,0.9532981650984741
are you busy tomorrow morning ?,dailydialog-gupta_00174,CVAEf,"[""no . i 'm free ."", ""yes .   i have a doctor 's appointment ."", ""i 'll have to check my calendar ."", ""i 'm free . what 's up ?""]","yes , i am going to work with .",0.9120889934623548,0.9199051,0.9042728608298914,0.9120889934623548
"the taxi drivers are on strike again .
what for ?
they want the government to reduce the price of the gasoline .",dailydialog-gupta_00175,human,"[""that 's reasonable .   gas is expensive for everyone ."", 'maybe they should just charge more fare ?', 'maybe they can drive electric cars as taxis ?', 'it is really a hot potato .']",that s fair,0.7912803760155871,0.9692942,0.613266561624375,0.7912803760155871
"the taxi drivers are on strike again .
what for ?
they want the government to reduce the price of the gasoline .",dailydialog-gupta_00176,seq2seqf,"[""that 's reasonable .   gas is expensive for everyone ."", 'maybe they should just charge more fare ?', 'maybe they can drive electric cars as taxis ?', 'it is really a hot potato .']",that 's a lot of money .,0.9355444499036455,0.91293275,0.9581561462443637,0.9355444499036455
"the taxi drivers are on strike again .
what for ?
they want the government to reduce the price of the gasoline .",dailydialog-gupta_00177,hredf,"[""that 's reasonable .   gas is expensive for everyone ."", 'maybe they should just charge more fare ?', 'maybe they can drive electric cars as taxis ?', 'it is really a hot potato .']",what do you think is the source of the rail ?,0.9430207212327406,0.90051335,0.9855280915018888,0.9430207212327406
"the taxi drivers are on strike again .
what for ?
they want the government to reduce the price of the gasoline .",dailydialog-gupta_00178,dualencoder_train,"[""that 's reasonable .   gas is expensive for everyone ."", 'maybe they should just charge more fare ?', 'maybe they can drive electric cars as taxis ?', 'it is really a hot potato .']","they do n't pay a lot , do they ?",0.9105456983141313,0.87169707,0.9493943284138461,0.9105456983141313
"the taxi drivers are on strike again .
what for ?
they want the government to reduce the price of the gasoline .",dailydialog-gupta_00179,CVAEf,"[""that 's reasonable .   gas is expensive for everyone ."", 'maybe they should just charge more fare ?', 'maybe they can drive electric cars as taxis ?', 'it is really a hot potato .']",is there any difference between the _UNK ?,0.8980802283440127,0.9008803,0.8952801795311955,0.8980802283440127
"the boss announces the pay raise today , right ? how much do you think we 'll get ?",dailydialog-gupta_00180,seq2seqf,"[""i do n't think we 'll get too much ."", 'i hope we will get at least 5 % !', ""i do n't think it 's appropriate to speculate ."", 'no idea . your guess is as good as mine .']",i think that i should be able to get a new one .,0.7691286079456565,0.91530615,0.6229510649780745,0.7691286079456565
"the boss announces the pay raise today , right ? how much do you think we 'll get ?",dailydialog-gupta_00181,hredf,"[""i do n't think we 'll get too much ."", 'i hope we will get at least 5 % !', ""i do n't think it 's appropriate to speculate ."", 'no idea . your guess is as good as mine .']","well , i think we should get more money .",0.7907031595040135,0.8888462,0.6925601004220588,0.7907031595040135
"the boss announces the pay raise today , right ? how much do you think we 'll get ?",dailydialog-gupta_00182,human,"[""i do n't think we 'll get too much ."", 'i hope we will get at least 5 % !', ""i do n't think it 's appropriate to speculate ."", 'no idea . your guess is as good as mine .']","i 'm hoping to get at least 3 % , but more would be nice .",0.8876171141058482,0.8927458,0.8824884353459431,0.8876171141058482
"the boss announces the pay raise today , right ? how much do you think we 'll get ?",dailydialog-gupta_00183,dualencoder_train,"[""i do n't think we 'll get too much ."", 'i hope we will get at least 5 % !', ""i do n't think it 's appropriate to speculate ."", 'no idea . your guess is as good as mine .']","magazines about fashions , such as cosmo polian .",0.8749325714369749,0.75980294,0.9900622053663205,0.8749325714369749
"the boss announces the pay raise today , right ? how much do you think we 'll get ?",dailydialog-gupta_00184,CVAEf,"[""i do n't think we 'll get too much ."", 'i hope we will get at least 5 % !', ""i do n't think it 's appropriate to speculate ."", 'no idea . your guess is as good as mine .']",i think that the first thing is to get rid of these components .,0.8249555719986406,0.87245065,0.7774604942589693,0.8249555719986406
"tom , is jenny crying ?
can you take he away from me ?
i 'm just coming for that .
she kept bothering me .
she 's your sister . what she asked was only duck soup for you . why ca n't you be good to her ?",dailydialog-gupta_00185,seq2seqf,"['i do nt like her', 'she s annoying', 'she never stops bugging me', 'but i am her brother , not her servant .']",i 'm not sure .,0.9363720654407223,0.9039618,0.9687823531943718,0.9363720654407223
"tom , is jenny crying ?
can you take he away from me ?
i 'm just coming for that .
she kept bothering me .
she 's your sister . what she asked was only duck soup for you . why ca n't you be good to her ?",dailydialog-gupta_00186,CVAEf,"['i do nt like her', 'she s annoying', 'she never stops bugging me', 'but i am her brother , not her servant .']","she 's not going to have her , but she 's in love with me .",0.7909785918041305,0.90343434,0.6785228474228059,0.7909785918041305
"tom , is jenny crying ?
can you take he away from me ?
i 'm just coming for that .
she kept bothering me .
she 's your sister . what she asked was only duck soup for you . why ca n't you be good to her ?",dailydialog-gupta_00187,human,"['i do nt like her', 'she s annoying', 'she never stops bugging me', 'but i am her brother , not her servant .']","you 're right , i should be a better brother .",0.9007092965530787,0.8896717,0.9117469097946952,0.9007092965530787
"tom , is jenny crying ?
can you take he away from me ?
i 'm just coming for that .
she kept bothering me .
she 's your sister . what she asked was only duck soup for you . why ca n't you be good to her ?",dailydialog-gupta_00188,hredf,"['i do nt like her', 'she s annoying', 'she never stops bugging me', 'but i am her brother , not her servant .']",i do n't know . but i do n't know .,0.9028935088708113,0.8899038,0.9158832339434049,0.9028935088708113
