dialogue_id,model,context,response,reference,annotations.overall,am_scores,fm_scores,am_fm_scores
dstc6_10844,S_04,,,,0.936759008,,,
dstc6_10845,S_05,,,,0.739089488,,,
dstc6_10846,S_06,,,,0.694546899,,,
dstc6_10847,S_07,,,,0.628367998,,,
dstc6_10848,S_08,,,,0.697672893,,,
dstc6_10849,S_09,,,,0.690403975,,,
dstc6_10850,S_10,,,,0.688999313,,,
dstc6_10851,S_11,,,,0.68064893,,,
dstc6_10852,S_12,,,,0.701459274,,,
dstc6_10853,S_13,,,,0.694469125,,,
dstc6_10854,S_14,,,,0.949437649,,,
dstc6_10855,S_15,,,,0.947808991,,,
dstc6_10856,S_16,,,,0.907663136,,,
dstc6_10857,S_17,,,,0.949437649,,,
dstc6_10858,S_18,,,,0.947808991,,,
dstc6_10859,S_19,,,,0.921073618,,,
dstc6_10860,S_00,,,,0.722199745,,,
dstc6_10861,S_01,,,,0.724155685,,,
dstc6_10862,S_02,,,,0.743025225,,,
dstc6_10863,S_03,,,,0.76129458,,,
dstc6_10864,S_04,,,,0.645046106,,,
dstc6_10865,S_05,,,,0.688702406,,,
dstc6_10866,S_06,,,,0.76129458,,,
dstc6_10867,S_07,,,,0.644290641,,,
dstc6_10868,S_08,,,,0.724155685,,,
dstc6_10869,S_09,,,,0.730878227,,,
dstc6_10870,S_10,,,,0.689247101,,,
dstc6_10871,S_11,,,,0.688948489,,,
dstc6_10872,S_12,,,,0.703818313,,,
dstc6_10873,S_13,,,,0.733601303,,,
dstc6_10874,S_14,,,,0.816730476,,,
dstc6_10875,S_15,,,,0.806396755,,,
dstc6_10876,S_16,,,,0.807468953,,,
dstc6_10877,S_17,,,,0.807468953,,,
dstc6_10878,S_18,,,,0.806396755,,,
dstc6_10879,S_19,,,,0.64052907,,,
dstc6_10880,S_00,,,,0.632831399,,,
dstc6_10881,S_01,,,,0.688440442,,,
dstc6_10882,S_02,,,,0.624695762,,,
dstc6_10883,S_03,,,,0.844041791,,,
dstc6_10884,S_04,,,,0.62391013,,,
dstc6_10885,S_05,,,,0.606880525,,,
dstc6_10886,S_06,,,,0.844041791,,,
dstc6_10887,S_07,,,,0.634690502,,,
dstc6_10888,S_08,,,,0.688440442,,,
dstc6_10889,S_09,,,,0.623695948,,,
dstc6_10890,S_10,,,,0.627668968,,,
dstc6_10891,S_11,,,,0.729068949,,,
dstc6_10892,S_12,,,,0.759578624,,,
dstc6_10893,S_13,,,,0.652303235,,,
dstc6_10894,S_14,,,,0.732321128,,,
dstc6_10895,S_15,,,,0.771832296,,,
dstc6_10896,S_16,,,,0.732321128,,,
dstc6_10897,S_17,,,,0.732321128,,,
dstc6_10898,S_18,,,,0.738924103,,,
dstc6_10899,S_19,,,,0.64052907,,,
dstc6_10900,S_00,,,,0.966075368,,,
dstc6_10901,S_01,,,,0.738182384,,,
dstc6_10902,S_02,,,,0.686652247,,,
dstc6_10903,S_03,,,,0.964142157,,,
dstc6_10904,S_04,,,,0.874490604,,,
dstc6_10905,S_05,,,,0.754781039,,,
dstc6_10906,S_06,,,,0.964142157,,,
dstc6_10907,S_07,,,,0.961540545,,,
dstc6_10908,S_08,,,,0.946699049,,,
dstc6_10909,S_09,,,,0.759709101,,,
dstc6_10910,S_10,,,,0.783507778,,,
dstc6_10911,S_11,,,,0.733195379,,,
dstc6_10912,S_12,,,,0.745035879,,,
dstc6_10913,S_13,,,,0.66620775,,,
dstc6_10914,S_14,,,,0.909579114,,,
dstc6_10915,S_15,,,,0.916900053,,,
dstc6_10916,S_16,,,,0.73460829,,,
dstc6_10917,S_17,,,,0.739786469,,,
dstc6_10918,S_18,,,,0.946699049,,,
dstc6_10919,S_19,,,,0.966075368,,,
dstc6_10920,S_00,,,,0.749286231,,,
dstc6_10921,S_01,,,,0.652743292,,,
dstc6_10922,S_02,,,,0.609173079,,,
dstc6_10923,S_03,,,,0.666668658,,,
dstc6_10924,S_04,,,,0.611507478,,,
dstc6_10925,S_05,,,,0.620110248,,,
dstc6_10926,S_06,,,,0.666668658,,,
dstc6_10927,S_07,,,,0.618494368,,,
dstc6_10928,S_08,,,,0.652743292,,,
dstc6_10929,S_09,,,,0.6513245,,,
dstc6_10930,S_10,,,,0.693825251,,,
dstc6_10931,S_11,,,,0.695862644,,,
dstc6_10932,S_12,,,,0.721334313,,,
dstc6_10933,S_13,,,,0.650478415,,,
dstc6_10934,S_14,,,,0.709797434,,,
dstc6_10935,S_15,,,,0.771832296,,,
dstc6_10936,S_16,,,,0.64689341,,,
dstc6_10937,S_17,,,,0.709797434,,,
dstc6_10938,S_18,,,,0.66377602,,,
dstc6_10939,S_19,,,,0.64052907,,,
dstc6_10940,S_00,,,,0.638877774,,,
dstc6_10941,S_01,,,,0.70947736,,,
dstc6_10942,S_02,,,,0.618992829,,,
dstc6_10943,S_03,,,,0.502697571,,,
dstc6_10944,S_04,,,,0.62588456,,,
dstc6_10945,S_05,,,,0.502697571,,,
dstc6_10946,S_06,,,,0.502697571,,,
dstc6_10947,S_07,,,,0.921073618,,,
dstc6_10948,S_08,,,,0.690761058,,,
dstc6_10949,S_09,,,,0.698342729,,,
dstc6_10950,S_10,,,,0.50106312,,,
dstc6_10951,S_11,,,,0.954611068,,,
dstc6_10952,S_12,,,,0.914478265,,,
dstc6_10953,S_13,,,,0.643869264,,,
dstc6_10954,S_14,,,,0.853278789,,,
dstc6_10955,S_15,,,,0.9396583,,,
dstc6_10956,S_16,,,,0.967243396,,,
dstc6_10957,S_17,,,,0.886532874,,,
dstc6_10958,S_18,,,,0.725436754,,,
dstc6_10959,S_19,,,,0.64052907,,,
dstc6_10960,S_00,,,,0.652743292,,,
dstc6_10961,S_01,,,,0.642192444,,,
dstc6_10962,S_02,,,,0.68126344,,,
dstc6_10963,S_03,,,,0.860815278,,,
dstc6_10964,S_04,,,,0.626471495,,,
dstc6_10965,S_05,,,,0.69395996,,,
dstc6_10966,S_06,,,,0.860815278,,,
dstc6_10967,S_07,,,,0.634874308,,,
dstc6_10968,S_08,,,,0.642192444,,,
dstc6_10969,S_09,,,,0.665327335,,,
dstc6_10970,S_10,,,,0.709514408,,,
dstc6_10971,S_11,,,,0.640677584,,,
dstc6_10972,S_12,,,,0.652166699,,,
dstc6_10973,S_13,,,,0.731203837,,,
dstc6_10974,S_14,,,,0.763215211,,,
dstc6_10975,S_15,,,,0.80423788,,,
dstc6_10976,S_16,,,,0.730784204,,,
dstc6_10977,S_17,,,,0.730784204,,,
dstc6_10978,S_18,,,,0.867662923,,,
dstc6_10979,S_19,,,,0.64052907,,,
dstc6_10980,S_00,,,,0.657930033,,,
dstc6_10981,S_01,,,,0.649593824,,,
dstc6_10982,S_02,,,,0.808412212,,,
dstc6_10983,S_03,,,,0.708787364,,,
dstc6_10984,S_04,,,,0.634712758,,,
dstc6_10985,S_05,,,,0.763392111,,,
dstc6_10986,S_06,,,,0.708787364,,,
dstc6_10987,S_07,,,,0.62588456,,,
dstc6_10988,S_08,,,,0.637717789,,,
dstc6_10989,S_09,,,,0.863383691,,,
dstc6_10990,S_10,,,,0.717603793,,,
dstc6_10991,S_11,,,,0.769591979,,,
dstc6_10992,S_12,,,,0.806345226,,,
dstc6_10993,S_13,,,,0.746039935,,,
dstc6_10994,S_14,,,,0.915131055,,,
dstc6_10995,S_15,,,,0.846733077,,,
dstc6_10996,S_16,,,,0.897819898,,,
dstc6_10997,S_17,,,,0.871876357,,,
dstc6_10998,S_18,,,,0.745545132,,,
dstc6_10999,S_19,,,,0.64052907,,,
dstc6_11000,S_00,,,,0.938986162,,,
dstc6_11001,S_01,,,,0.795534191,,,
dstc6_11002,S_02,,,,0.743222744,,,
dstc6_11003,S_03,,,,0.954855575,,,
dstc6_11004,S_04,,,,0.781867313,,,
dstc6_11005,S_05,,,,0.923012213,,,
dstc6_11006,S_06,,,,0.954855575,,,
dstc6_11007,S_07,,,,0.951754572,,,
dstc6_11008,S_08,,,,0.78634562,,,
dstc6_11009,S_09,,,,0.953777439,,,
dstc6_11010,S_10,,,,0.909390176,,,
dstc6_11011,S_11,,,,0.939439643,,,
dstc6_11012,S_12,,,,0.949649985,,,
dstc6_11013,S_13,,,,0.792816225,,,
dstc6_11014,S_14,,,,0.94289844,,,
dstc6_11015,S_15,,,,0.92245053,,,
dstc6_11016,S_16,,,,0.94289844,,,
dstc6_11017,S_17,,,,0.965192876,,,
dstc6_11018,S_18,,,,0.949850194,,,
dstc6_11019,S_19,,,,0.876598548,,,
dstc6_11020,S_00,,,,0.763237629,,,
dstc6_11021,S_01,,,,0.768626766,,,
dstc6_11022,S_02,,,,0.971782247,,,
dstc6_11023,S_03,,,,0.94007795,,,
dstc6_11024,S_04,,,,0.729451843,,,
dstc6_11025,S_05,,,,0.757914385,,,
dstc6_11026,S_06,,,,0.94007795,,,
dstc6_11027,S_07,,,,0.77856907,,,
dstc6_11028,S_08,,,,0.753160705,,,
dstc6_11029,S_09,,,,0.859973226,,,
dstc6_11030,S_10,,,,0.798261238,,,
dstc6_11031,S_11,,,,0.88929089,,,
dstc6_11032,S_12,,,,0.867932108,,,
dstc6_11033,S_13,,,,0.789655268,,,
dstc6_11034,S_14,,,,0.945809752,,,
dstc6_11035,S_15,,,,0.932880567,,,
dstc6_11036,S_16,,,,0.89732468,,,
dstc6_11037,S_17,,,,0.873767931,,,
dstc6_11038,S_18,,,,0.953964642,,,
dstc6_11039,S_19,,,,0.759108579,,,
dstc6_11040,S_00,,,,0.716422761,,,
dstc6_11041,S_01,,,,0.940052398,,,
dstc6_11042,S_02,,,,0.74762902,,,
dstc6_11043,S_03,,,,0.831821706,,,
dstc6_11044,S_04,,,,0.946344611,,,
dstc6_11045,S_05,,,,0.857114541,,,
dstc6_11046,S_06,,,,0.831821706,,,
dstc6_11047,S_07,,,,0.861839635,,,
dstc6_11048,S_08,,,,0.965599507,,,
dstc6_11049,S_09,,,,0.789215519,,,
dstc6_11050,S_10,,,,0.873568747,,,
dstc6_11051,S_11,,,,0.97300703,,,
dstc6_11052,S_12,,,,0.750158688,,,
dstc6_11053,S_13,,,,0.782467144,,,
dstc6_11054,S_14,,,,0.953170205,,,
dstc6_11055,S_15,,,,0.852597818,,,
dstc6_11056,S_16,,,,0.973183553,,,
dstc6_11057,S_17,,,,0.906765363,,,
dstc6_11058,S_18,,,,0.947103154,,,
dstc6_11059,S_19,,,,0.871188306,,,
dstc6_11060,S_00,,,,0.806579926,,,
dstc6_11061,S_01,,,,0.830931701,,,
dstc6_11062,S_02,,,,0.971782247,,,
dstc6_11063,S_03,,,,0.911524841,,,
dstc6_11064,S_04,,,,0.757548176,,,
dstc6_11065,S_05,,,,0.948243208,,,
dstc6_11066,S_06,,,,0.911524841,,,
dstc6_11067,S_07,,,,0.761656219,,,
dstc6_11068,S_08,,,,0.830931701,,,
dstc6_11069,S_09,,,,0.814851096,,,
dstc6_11070,S_10,,,,0.810148127,,,
dstc6_11071,S_11,,,,0.867913919,,,
dstc6_11072,S_12,,,,0.88467616,,,
dstc6_11073,S_13,,,,0.820717482,,,
dstc6_11074,S_14,,,,0.946897922,,,
dstc6_11075,S_15,,,,0.971782247,,,
dstc6_11076,S_16,,,,0.910224264,,,
dstc6_11077,S_17,,,,0.910224264,,,
dstc6_11078,S_18,,,,0.93643098,,,
dstc6_11079,S_19,,,,0.823299563,,,
dstc6_11080,S_00,,,,0.727644887,,,
dstc6_11081,S_01,,,,0.940106686,,,
dstc6_11082,S_02,,,,0.80626635,,,
dstc6_11083,S_03,,,,0.888458894,,,
dstc6_11084,S_04,,,,0.951264688,,,
dstc6_11085,S_05,,,,0.936278774,,,
dstc6_11086,S_06,,,,0.888458894,,,
dstc6_11087,S_07,,,,0.955288991,,,
dstc6_11088,S_08,,,,0.903472776,,,
dstc6_11089,S_09,,,,0.823580408,,,
dstc6_11090,S_10,,,,0.877048708,,,
dstc6_11091,S_11,,,,0.953568468,,,
dstc6_11092,S_12,,,,0.952415289,,,
dstc6_11093,S_13,,,,0.739456043,,,
dstc6_11094,S_14,,,,0.925227494,,,
dstc6_11095,S_15,,,,0.914353895,,,
dstc6_11096,S_16,,,,0.971232147,,,
dstc6_11097,S_17,,,,0.953055316,,,
dstc6_11098,S_18,,,,0.938410792,,,
dstc6_11099,S_19,,,,0.891093278,,,
dstc6_11100,S_00,,,,0.937265853,,,
dstc6_11101,S_01,,,,0.965510794,,,
dstc6_11102,S_02,,,,0.754140662,,,
dstc6_11103,S_03,,,,0.798591992,,,
dstc6_11104,S_04,,,,0.754626822,,,
dstc6_11105,S_05,,,,0.958831117,,,
dstc6_11106,S_06,,,,0.798591992,,,
dstc6_11107,S_07,,,,0.752096193,,,
dstc6_11108,S_08,,,,0.965510794,,,
dstc6_11109,S_09,,,,0.946654952,,,
dstc6_11110,S_10,,,,0.967350953,,,
dstc6_11111,S_11,,,,0.951451952,,,
dstc6_11112,S_12,,,,0.750158688,,,
dstc6_11113,S_13,,,,0.815755159,,,
dstc6_11114,S_14,,,,0.912435131,,,
dstc6_11115,S_15,,,,0.924456355,,,
dstc6_11116,S_16,,,,0.912435131,,,
dstc6_11117,S_17,,,,0.912435131,,,
dstc6_11118,S_18,,,,0.956868398,,,
dstc6_11119,S_19,,,,0.937265853,,,
dstc6_11120,S_00,,,,0.78693833,,,
dstc6_11121,S_01,,,,0.766279937,,,
dstc6_11122,S_02,,,,0.805902308,,,
dstc6_11123,S_03,,,,0.876349449,,,
dstc6_11124,S_04,,,,0.804592302,,,
dstc6_11125,S_05,,,,0.857646299,,,
dstc6_11126,S_06,,,,0.876349449,,,
dstc6_11127,S_07,,,,0.804592302,,,
dstc6_11128,S_08,,,,0.766279937,,,
dstc6_11129,S_09,,,,0.84005629,,,
dstc6_11130,S_10,,,,0.825742152,,,
dstc6_11131,S_11,,,,0.967883195,,,
dstc6_11132,S_12,,,,0.785635804,,,
dstc6_11133,S_13,,,,0.770072453,,,
dstc6_11134,S_14,,,,0.925173908,,,
dstc6_11135,S_15,,,,0.948655959,,,
dstc6_11136,S_16,,,,0.933693489,,,
dstc6_11137,S_17,,,,0.925173908,,,
dstc6_11138,S_18,,,,0.972876271,,,
dstc6_11139,S_19,,,,0.759108579,,,
dstc6_11140,S_00,,,,0.784006894,,,
dstc6_11141,S_01,,,,0.843661683,,,
dstc6_11142,S_02,,,,0.784006894,,,
dstc6_11143,S_03,,,,0.902325226,,,
dstc6_11144,S_04,,,,0.733695557,,,
dstc6_11145,S_05,,,,0.742565901,,,
dstc6_11146,S_06,,,,0.902325226,,,
dstc6_11147,S_07,,,,0.733853316,,,
dstc6_11148,S_08,,,,0.843661683,,,
dstc6_11149,S_09,,,,0.800840178,,,
dstc6_11150,S_10,,,,0.940120135,,,
dstc6_11151,S_11,,,,0.977837296,,,
dstc6_11152,S_12,,,,0.925323014,,,
dstc6_11153,S_13,,,,0.784006894,,,
dstc6_11154,S_14,,,,0.931671369,,,
dstc6_11155,S_15,,,,0.950719165,,,
dstc6_11156,S_16,,,,0.931671369,,,
dstc6_11157,S_17,,,,0.801801679,,,
dstc6_11158,S_18,,,,0.775599253,,,
dstc6_11159,S_19,,,,0.759108579,,,
dstc6_11160,S_00,,,,0.92367192,,,
dstc6_11161,S_01,,,,0.92367192,,,
dstc6_11162,S_02,,,,0.92367192,,,
dstc6_11163,S_03,,,,0.92367192,,,
dstc6_11164,S_04,,,,0.747522983,,,
dstc6_11165,S_05,,,,0.92367192,,,
dstc6_11166,S_06,,,,0.92367192,,,
dstc6_11167,S_07,,,,0.754140662,,,
dstc6_11168,S_08,,,,0.92367192,,,
dstc6_11169,S_09,,,,0.878691932,,,
dstc6_11170,S_10,,,,0.950142991,,,
dstc6_11171,S_11,,,,0.948735169,,,
dstc6_11172,S_12,,,,0.942309536,,,
dstc6_11173,S_13,,,,0.964073591,,,
dstc6_11174,S_14,,,,0.928254792,,,
dstc6_11175,S_15,,,,0.92367192,,,
dstc6_11176,S_16,,,,0.959088352,,,
dstc6_11177,S_17,,,,0.92367192,,,
dstc6_11178,S_18,,,,0.92367192,,,
dstc6_11179,S_19,,,,0.964330136,,,
dstc6_11180,S_00,,,,0.823230551,,,
dstc6_11181,S_01,,,,0.78693833,,,
dstc6_11182,S_02,,,,0.755410682,,,
dstc6_11183,S_03,,,,0.937044363,,,
dstc6_11184,S_04,,,,0.831095105,,,
dstc6_11185,S_05,,,,0.7819366,,,
dstc6_11186,S_06,,,,0.937044363,,,
dstc6_11187,S_07,,,,0.801185397,,,
dstc6_11188,S_08,,,,0.78693833,,,
dstc6_11189,S_09,,,,0.962219969,,,
dstc6_11190,S_10,,,,0.793898611,,,
dstc6_11191,S_11,,,,0.815498307,,,
dstc6_11192,S_12,,,,0.926147735,,,
dstc6_11193,S_13,,,,0.753301829,,,
dstc6_11194,S_14,,,,0.932519573,,,
dstc6_11195,S_15,,,,0.767353076,,,
dstc6_11196,S_16,,,,0.933641033,,,
dstc6_11197,S_17,,,,0.933641033,,,
dstc6_11198,S_18,,,,0.925724398,,,
dstc6_11199,S_19,,,,0.935047121,,,
dstc6_11200,S_00,,,,0.822715621,,,
dstc6_11201,S_01,,,,0.952595365,,,
dstc6_11202,S_02,,,,0.793548849,,,
dstc6_11203,S_03,,,,0.917263339,,,
dstc6_11204,S_04,,,,0.80689186,,,
dstc6_11205,S_05,,,,0.760793821,,,
dstc6_11206,S_06,,,,0.917263339,,,
dstc6_11207,S_07,,,,0.77087185,,,
dstc6_11208,S_08,,,,0.896200262,,,
dstc6_11209,S_09,,,,0.861936917,,,
dstc6_11210,S_10,,,,0.879999127,,,
dstc6_11211,S_11,,,,0.951887736,,,
dstc6_11212,S_12,,,,0.919501479,,,
dstc6_11213,S_13,,,,0.943732442,,,
dstc6_11214,S_14,,,,0.929259298,,,
dstc6_11215,S_15,,,,0.948579027,,,
dstc6_11216,S_16,,,,0.924622621,,,
dstc6_11217,S_17,,,,0.96997804,,,
dstc6_11218,S_18,,,,0.914037793,,,
dstc6_11219,S_19,,,,0.759108579,,,
dstc6_11220,S_00,,,,0.732481815,,,
dstc6_11221,S_01,,,,0.641720847,,,
dstc6_11222,S_02,,,,0.817289596,,,
dstc6_11223,S_03,,,,0.604620136,,,
dstc6_11224,S_04,,,,0.61321178,,,
dstc6_11225,S_05,,,,0.723539706,,,
dstc6_11226,S_06,,,,0.604620136,,,
dstc6_11227,S_07,,,,0.629360393,,,
dstc6_11228,S_08,,,,0.662798524,,,
dstc6_11229,S_09,,,,0.63247478,,,
dstc6_11230,S_10,,,,0.668115107,,,
dstc6_11231,S_11,,,,0.712461297,,,
dstc6_11232,S_12,,,,0.680970595,,,
dstc6_11233,S_13,,,,0.609033955,,,
dstc6_11234,S_14,,,,0.795516578,,,
dstc6_11235,S_15,,,,0.790583809,,,
dstc6_11236,S_16,,,,0.768493894,,,
dstc6_11237,S_17,,,,0.795516578,,,
dstc6_11238,S_18,,,,0.714657825,,,
dstc6_11239,S_19,,,,0.615052892,,,
dstc6_11240,S_00,,,,0.862496765,,,
dstc6_11241,S_01,,,,0.94085622,,,
dstc6_11242,S_02,,,,0.970718717,,,
dstc6_11243,S_03,,,,0.958614312,,,
dstc6_11244,S_04,,,,0.862496765,,,
dstc6_11245,S_05,,,,0.958614312,,,
dstc6_11246,S_06,,,,0.958614312,,,
dstc6_11247,S_07,,,,0.975633428,,,
dstc6_11248,S_08,,,,0.94085622,,,
dstc6_11249,S_09,,,,0.977212641,,,
dstc6_11250,S_10,,,,0.801290242,,,
dstc6_11251,S_11,,,,0.946834429,,,
dstc6_11252,S_12,,,,0.832590459,,,
dstc6_11253,S_13,,,,0.934442566,,,
dstc6_11254,S_14,,,,0.848189543,,,
dstc6_11255,S_15,,,,0.862496765,,,
dstc6_11256,S_16,,,,0.978567477,,,
dstc6_11257,S_17,,,,0.592592659,,,
dstc6_11258,S_18,,,,0.889868209,,,
dstc6_11259,S_19,,,,0.846389739,,,
dstc6_11260,S_00,,,,0.732025433,,,
dstc6_11261,S_01,,,,0.707067915,,,
dstc6_11262,S_02,,,,0.631681507,,,
dstc6_11263,S_03,,,,0.730951434,,,
dstc6_11264,S_04,,,,0.975633428,,,
dstc6_11265,S_05,,,,0.966390059,,,
dstc6_11266,S_06,,,,0.730951434,,,
dstc6_11267,S_07,,,,0.889868209,,,
dstc6_11268,S_08,,,,0.70979574,,,
dstc6_11269,S_09,,,,0.6312078,,,
dstc6_11270,S_10,,,,0.628703177,,,
dstc6_11271,S_11,,,,0.609390814,,,
dstc6_11272,S_12,,,,0.968468762,,,
dstc6_11273,S_13,,,,0.603192831,,,
dstc6_11274,S_14,,,,0.779268477,,,
dstc6_11275,S_15,,,,0.794103665,,,
dstc6_11276,S_16,,,,0.780155816,,,
dstc6_11277,S_17,,,,0.780155816,,,
dstc6_11278,S_18,,,,0.661728261,,,
dstc6_11279,S_19,,,,0.934442566,,,
dstc6_11280,S_00,,,,0.737713511,,,
dstc6_11281,S_01,,,,0.670721803,,,
dstc6_11282,S_02,,,,0.958614312,,,
dstc6_11283,S_03,,,,1,,,
dstc6_11284,S_04,,,,0.958614312,,,
dstc6_11285,S_05,,,,0.977212641,,,
dstc6_11286,S_06,,,,1,,,
dstc6_11287,S_07,,,,0.96862017,,,
dstc6_11288,S_08,,,,0.686402279,,,
dstc6_11289,S_09,,,,0.965618148,,,
dstc6_11290,S_10,,,,0.963431876,,,
dstc6_11291,S_11,,,,0.980953439,,,
dstc6_11292,S_12,,,,0.958614312,,,
dstc6_11293,S_13,,,,0.605811143,,,
dstc6_11294,S_14,,,,0.963052712,,,
dstc6_11295,S_15,,,,0.955523514,,,
dstc6_11296,S_16,,,,0.873265933,,,
dstc6_11297,S_17,,,,0.815085287,,,
dstc6_11298,S_18,,,,0.727816634,,,
dstc6_11299,S_19,,,,0.846389739,,,
dstc6_11300,S_00,,,,0.63312208,,,
dstc6_11301,S_01,,,,0.659171415,,,
dstc6_11302,S_02,,,,0.739048784,,,
dstc6_11303,S_03,,,,0.692981223,,,
dstc6_11304,S_04,,,,0.624216566,,,
dstc6_11305,S_05,,,,0.636263451,,,
dstc6_11306,S_06,,,,0.692981223,,,
dstc6_11307,S_07,,,,0.634239623,,,
dstc6_11308,S_08,,,,0.659171415,,,
dstc6_11309,S_09,,,,0.68718801,,,
dstc6_11310,S_10,,,,0.735786716,,,
dstc6_11311,S_11,,,,0.622199172,,,
dstc6_11312,S_12,,,,0.640518977,,,
dstc6_11313,S_13,,,,0.635093162,,,
dstc6_11314,S_14,,,,0.707318864,,,
dstc6_11315,S_15,,,,0.81812672,,,
dstc6_11316,S_16,,,,0.724037741,,,
dstc6_11317,S_17,,,,0.707318864,,,
dstc6_11318,S_18,,,,0.817952099,,,
dstc6_11319,S_19,,,,0.679227043,,,
dstc6_11320,S_00,,,,0.674157553,,,
dstc6_11321,S_01,,,,0.641516028,,,
dstc6_11322,S_02,,,,0.82932574,,,
dstc6_11323,S_03,,,,0.679255813,,,
dstc6_11324,S_04,,,,0.616269895,,,
dstc6_11325,S_05,,,,0.723539706,,,
dstc6_11326,S_06,,,,0.679255813,,,
dstc6_11327,S_07,,,,0.629360393,,,
dstc6_11328,S_08,,,,0.82421089,,,
dstc6_11329,S_09,,,,0.838124735,,,
dstc6_11330,S_10,,,,0.716593521,,,
dstc6_11331,S_11,,,,0.747506431,,,
dstc6_11332,S_12,,,,0.698641925,,,
dstc6_11333,S_13,,,,0.618779783,,,
dstc6_11334,S_14,,,,0.754161785,,,
dstc6_11335,S_15,,,,0.817289596,,,
dstc6_11336,S_16,,,,0.753322837,,,
dstc6_11337,S_17,,,,0.817289596,,,
dstc6_11338,S_18,,,,0.672923376,,,
dstc6_11339,S_19,,,,0.615052892,,,
dstc6_11340,S_00,,,,0.704791104,,,
dstc6_11341,S_01,,,,0.708192085,,,
dstc6_11342,S_02,,,,0.655885966,,,
dstc6_11343,S_03,,,,0.668859439,,,
dstc6_11344,S_04,,,,0.7685946,,,
dstc6_11345,S_05,,,,0.689422332,,,
dstc6_11346,S_06,,,,0.668859439,,,
dstc6_11347,S_07,,,,0.682849407,,,
dstc6_11348,S_08,,,,0.699755105,,,
dstc6_11349,S_09,,,,0.717157483,,,
dstc6_11350,S_10,,,,0.701445801,,,
dstc6_11351,S_11,,,,0.758420146,,,
dstc6_11352,S_12,,,,0.667054203,,,
dstc6_11353,S_13,,,,0.744819892,,,
dstc6_11354,S_14,,,,0.732449637,,,
dstc6_11355,S_15,,,,0.656880772,,,
dstc6_11356,S_16,,,,0.723974271,,,
dstc6_11357,S_17,,,,0.708192085,,,
dstc6_11358,S_18,,,,0.660263983,,,
dstc6_11359,S_19,,,,0.984722469,,,
dstc6_11360,S_00,,,,0.636713458,,,
dstc6_11361,S_01,,,,0.673463732,,,
dstc6_11362,S_02,,,,0.62270646,,,
dstc6_11363,S_03,,,,0.814376521,,,
dstc6_11364,S_04,,,,0.644439378,,,
dstc6_11365,S_05,,,,0.692454956,,,
dstc6_11366,S_06,,,,0.814376521,,,
dstc6_11367,S_07,,,,0.604975156,,,
dstc6_11368,S_08,,,,0.645452505,,,
dstc6_11369,S_09,,,,0.740740138,,,
dstc6_11370,S_10,,,,0.686310454,,,
dstc6_11371,S_11,,,,0.672916876,,,
dstc6_11372,S_12,,,,0.626492948,,,
dstc6_11373,S_13,,,,0.648409521,,,
dstc6_11374,S_14,,,,0.686529804,,,
dstc6_11375,S_15,,,,0.824546328,,,
dstc6_11376,S_16,,,,0.686529804,,,
dstc6_11377,S_17,,,,0.778829284,,,
dstc6_11378,S_18,,,,0.871196852,,,
dstc6_11379,S_19,,,,0.923694525,,,
dstc6_11380,S_00,,,,0.645526776,,,
dstc6_11381,S_01,,,,0.697746383,,,
dstc6_11382,S_02,,,,0.658230019,,,
dstc6_11383,S_03,,,,0.937852084,,,
dstc6_11384,S_04,,,,0.767201922,,,
dstc6_11385,S_05,,,,0.858991461,,,
dstc6_11386,S_06,,,,0.937852084,,,
dstc6_11387,S_07,,,,0.697399526,,,
dstc6_11388,S_08,,,,0.704728852,,,
dstc6_11389,S_09,,,,0.761571965,,,
dstc6_11390,S_10,,,,0.704407237,,,
dstc6_11391,S_11,,,,0.697450388,,,
dstc6_11392,S_12,,,,0.885214345,,,
dstc6_11393,S_13,,,,0.705487127,,,
dstc6_11394,S_14,,,,0.844504037,,,
dstc6_11395,S_15,,,,0.811292716,,,
dstc6_11396,S_16,,,,0.819666789,,,
dstc6_11397,S_17,,,,0.811292716,,,
dstc6_11398,S_18,,,,0.791832619,,,
dstc6_11399,S_19,,,,0.923487671,,,
dstc6_11400,S_00,,,,0.606240968,,,
dstc6_11401,S_01,,,,0.642749003,,,
dstc6_11402,S_02,,,,0.608303663,,,
dstc6_11403,S_03,,,,0.641765009,,,
dstc6_11404,S_04,,,,0.601510472,,,
dstc6_11405,S_05,,,,0.723539706,,,
dstc6_11406,S_06,,,,0.641765009,,,
dstc6_11407,S_07,,,,0.601510472,,,
dstc6_11408,S_08,,,,0.841721233,,,
dstc6_11409,S_09,,,,0.69642292,,,
dstc6_11410,S_10,,,,0.618728021,,,
dstc6_11411,S_11,,,,0.723539706,,,
dstc6_11412,S_12,,,,0.669560725,,,
dstc6_11413,S_13,,,,0.59990933,,,
dstc6_11414,S_14,,,,0.737388002,,,
dstc6_11415,S_15,,,,0.791916247,,,
dstc6_11416,S_16,,,,0.753314953,,,
dstc6_11417,S_17,,,,0.753314953,,,
dstc6_11418,S_18,,,,0.702197869,,,
dstc6_11419,S_19,,,,0.615052892,,,
dstc6_11420,S_00,,,,0.807511329,,,
dstc6_11421,S_01,,,,0.758779197,,,
dstc6_11422,S_02,,,,0.608303663,,,
dstc6_11423,S_03,,,,0.687400489,,,
dstc6_11424,S_04,,,,0.60820851,,,
