context,dialogue_id,model,reference,response,annotations.appropriateness,am_scores,fm_scores,am_fm_scores
"hello friend , how are you today",persona-zhao_00174,ground-truth,['fine thank you lovely night where having .'],fine thank you lovely night where having .,0.9999999403953552,0.9999999,1.0,0.9999999403953552
"hello friend , how are you today",persona-zhao_00175,GPT2_medium top_temp1.0_k0_p0.5,['fine thank you lovely night where having .'],"i'm doing well , how about yourself ?",0.6815002178678575,0.8305015,0.5324989389438755,0.6815002178678575
"hello friend , how are you today",persona-zhao_00176,GPT2_small greedy_temp1.0_k0_p0.0,['fine thank you lovely night where having .'],i am good . just got back from a run . you ?,0.6216801819612674,0.83906114,0.40429922290843573,0.6216801819612674
"hello friend , how are you today",persona-zhao_00177,HRED_attn sample_temp1.0_k0_p0.0,['fine thank you lovely night where having .'],i'm good ! i am currently searching for a new job,0.706584064420376,0.8985839,0.5145842398331836,0.706584064420376
"hello friend , how are you today",persona-zhao_00178,S2S_attn top_temp1.0_k0_p0.5,['fine thank you lovely night where having .'],i am good . how are you ?,0.654781176274567,0.8153311,0.4942312511315926,0.654781176274567
"hello friend , how are you today",persona-zhao_00179,negative-sample,['fine thank you lovely night where having .'],wow lol ! stick to sports ! i play soccer !,0.7948606031531513,0.87976193,0.7099592720259071,0.7948606031531513
"hello , there ! having a good day ?",persona-zhao_00180,ground-truth,"[""hello ! i'm having an okay day . how about you ?""]",hello ! i'm having an okay day . how about you ?,1.0,1.0,1.0,1.0
"hello , there ! having a good day ?",persona-zhao_00181,GPT2_medium greedy_temp1.0_k0_p0.0,"[""hello ! i'm having an okay day . how about you ?""]",i'm doing great ! how are you ?,0.961260559448802,0.97237265,0.9501484677974452,0.961260559448802
"hello , there ! having a good day ?",persona-zhao_00182,GPT2_small sample_temp1.0_k0_p0.0,"[""hello ! i'm having an okay day . how about you ?""]",yes it is my day off . just finished work . you ?,0.9091619959076948,0.9441759,0.8741480927866114,0.9091619959076948
"hello , there ! having a good day ?",persona-zhao_00183,HRED_attn sample_temp1.0_k0_p0.0,"[""hello ! i'm having an okay day . how about you ?""]","hi , it is going great ! hard to eat a salad daily today and just do it now .",0.8854713379130624,0.9054088,0.86553387617784,0.8854713379130624
"hello , there ! having a good day ?",persona-zhao_00184,S2S_attn greedy_temp1.0_k0_p0.0,"[""hello ! i'm having an okay day . how about you ?""]",it is good . i just got back from the gym .,0.7972319759925232,0.9062002,0.6882637814680785,0.7972319759925232
"hello , there ! having a good day ?",persona-zhao_00185,negative-sample,"[""hello ! i'm having an okay day . how about you ?""]",hello . do you live in united states ?,0.9041926081743548,0.9067113,0.9016739360027927,0.9041926081743548
"i do , my parents are very wealthy .
that s awesome , what do they do for work .
they work as big bankers .
that s cool , is that what you wanna do as well ?
yes i think that's what i'll be doing .",persona-zhao_00186,ground-truth,['best of luck to you in business .'],best of luck to you in business .,0.9999999403953552,0.9999999,1.0,0.9999999403953552
"i do , my parents are very wealthy .
that s awesome , what do they do for work .
they work as big bankers .
that s cool , is that what you wanna do as well ?
yes i think that's what i'll be doing .",persona-zhao_00187,GPT2_medium top_temp1.0_k0_p0.5,['best of luck to you in business .'],"yea , i as well . i want to open a restaurant named the wall .",0.9098295222010989,0.87587017,0.9437888761931219,0.9098295222010989
"i do , my parents are very wealthy .
that s awesome , what do they do for work .
they work as big bankers .
that s cool , is that what you wanna do as well ?
yes i think that's what i'll be doing .",persona-zhao_00188,GPT2_small greedy_temp1.0_k0_p0.0,['best of luck to you in business .'],"i don t know , i just like to play video games .",0.7740845063308064,0.82707477,0.721094246502555,0.7740845063308064
"i do , my parents are very wealthy .
that s awesome , what do they do for work .
they work as big bankers .
that s cool , is that what you wanna do as well ?
yes i think that's what i'll be doing .",persona-zhao_00189,HRED_attn greedy_temp1.0_k0_p0.0,['best of luck to you in business .'],i am sure you are a great person .,0.9081642953432167,0.93757915,0.8787494357181717,0.9081642953432167
"i do , my parents are very wealthy .
that s awesome , what do they do for work .
they work as big bankers .
that s cool , is that what you wanna do as well ?
yes i think that's what i'll be doing .",persona-zhao_00190,S2S_attn sample_temp1.0_k0_p0.0,['best of luck to you in business .'],ll sounds like you are a good day . i fit myself my mind for way but i guess .,0.825103838357482,0.8677596,0.7824480913344098,0.825103838357482
"i do , my parents are very wealthy .
that s awesome , what do they do for work .
they work as big bankers .
that s cool , is that what you wanna do as well ?
yes i think that's what i'll be doing .",persona-zhao_00191,negative-sample,['best of luck to you in business .'],yes they're ! that is one reason i like them . and they're furry !,0.8689024289350356,0.86349016,0.8743146935901334,0.8689024289350356
"sure is . it is right up there with winter . love winter .
it is a great time of year
so do you have other hobbies ?
i play the piano sometimes
i love piano music . do you play jazz ?",persona-zhao_00192,ground-truth,['i do sometimes for fun'],i do sometimes for fun,1.0,1.0,1.0,1.0
"sure is . it is right up there with winter . love winter .
it is a great time of year
so do you have other hobbies ?
i play the piano sometimes
i love piano music . do you play jazz ?",persona-zhao_00193,GPT2_medium greedy_temp1.0_k0_p0.0,['i do sometimes for fun'],i don't . i'm more into pop,0.9177765458608839,0.8459493,0.9896037995388454,0.9177765458608839
"sure is . it is right up there with winter . love winter .
it is a great time of year
so do you have other hobbies ?
i play the piano sometimes
i love piano music . do you play jazz ?",persona-zhao_00194,GPT2_medium top_temp1.0_k0_p0.5,['i do sometimes for fun'],i don't . i like country though,0.9209589560065528,0.8809408,0.9609771170683424,0.9209589560065528
"sure is . it is right up there with winter . love winter .
it is a great time of year
so do you have other hobbies ?
i play the piano sometimes
i love piano music . do you play jazz ?",persona-zhao_00195,HRED_attn top_temp1.0_k0_p0.5,['i do sometimes for fun'],i do but i do not play anything,0.8416581749463531,0.91683733,0.7664790152598326,0.8416581749463531
"sure is . it is right up there with winter . love winter .
it is a great time of year
so do you have other hobbies ?
i play the piano sometimes
i love piano music . do you play jazz ?",persona-zhao_00196,S2S_attn greedy_temp1.0_k0_p0.0,['i do sometimes for fun'],"no , i do not . i am a musician .",0.711981106212235,0.9183595,0.5056026943733226,0.711981106212235
"sure is . it is right up there with winter . love winter .
it is a great time of year
so do you have other hobbies ?
i play the piano sometimes
i love piano music . do you play jazz ?",persona-zhao_00197,negative-sample,['i do sometimes for fun'],you must have a lot of friends .,0.7652888227002501,0.8931632,0.6374144412073849,0.7652888227002501
"hi , how are you doing today ?
great just finished watching a documentary with my husband
i'm a teacher ! love documentaries ! what was it about ?
me too ! they're my favorite . was watching taxi to the dark side
i've never seen that . i will have to check it out .",persona-zhao_00198,ground-truth,"['it is very well made , i usually read a lot but love documentaries']","it is very well made , i usually read a lot but love documentaries",1.0,1.0,1.0,1.0
"hi , how are you doing today ?
great just finished watching a documentary with my husband
i'm a teacher ! love documentaries ! what was it about ?
me too ! they're my favorite . was watching taxi to the dark side
i've never seen that . i will have to check it out .",persona-zhao_00199,GPT2_medium greedy_temp1.0_k0_p0.0,"['it is very well made , i usually read a lot but love documentaries']",it was very sad and heart wrenching,0.9226229265097128,0.8522378,0.9930080323941203,0.9226229265097128
"hi , how are you doing today ?
great just finished watching a documentary with my husband
i'm a teacher ! love documentaries ! what was it about ?
me too ! they're my favorite . was watching taxi to the dark side
i've never seen that . i will have to check it out .",persona-zhao_00200,GPT2_small top_temp1.0_k0_p0.5,"['it is very well made , i usually read a lot but love documentaries']",it is really entertaining . do you have any hobbies ?,0.756894653950301,0.8370076,0.6767817257129494,0.756894653950301
"hi , how are you doing today ?
great just finished watching a documentary with my husband
i'm a teacher ! love documentaries ! what was it about ?
me too ! they're my favorite . was watching taxi to the dark side
i've never seen that . i will have to check it out .",persona-zhao_00201,HRED_attn top_temp1.0_k0_p0.5,"['it is very well made , i usually read a lot but love documentaries']",i am a personal trainer so i don't have much time for that,0.8435863196870005,0.87062836,0.8165442824404072,0.8435863196870005
"hi , how are you doing today ?
great just finished watching a documentary with my husband
i'm a teacher ! love documentaries ! what was it about ?
me too ! they're my favorite . was watching taxi to the dark side
i've never seen that . i will have to check it out .",persona-zhao_00202,S2S_attn greedy_temp1.0_k0_p0.0,"['it is very well made , i usually read a lot but love documentaries']",its a great show . i love it .,0.857816070548906,0.90452003,0.8111121063077728,0.857816070548906
"hi , how are you doing today ?
great just finished watching a documentary with my husband
i'm a teacher ! love documentaries ! what was it about ?
me too ! they're my favorite . was watching taxi to the dark side
i've never seen that . i will have to check it out .",persona-zhao_00203,negative-sample,"['it is very well made , i usually read a lot but love documentaries']",oh definitely ! i am moving next week into a new apartment with my boyfriend,0.8420511011292998,0.8605665,0.8235357054095396,0.8420511011292998
"hi , how are things going today ?",persona-zhao_00204,ground-truth,"['hi , pretty well ! how are you doing today ?']","hi , pretty well ! how are you doing today ?",1.0,1.0,1.0,1.0
"hi , how are things going today ?",persona-zhao_00205,GPT2_medium sample_temp1.0_k0_p0.0,"['hi , pretty well ! how are you doing today ?']",i'm doing pretty well on this rainy day,0.8170780647014603,0.8500695,0.7840866065452545,0.8170780647014603
"hi , how are things going today ?",persona-zhao_00206,GPT2_small top_temp1.0_k0_p0.5,"['hi , pretty well ! how are you doing today ?']",hi ! great ! just got back from a long haul . how are you ?,0.864930365380082,0.97450167,0.7553590613532731,0.864930365380082
"hi , how are things going today ?",persona-zhao_00207,HRED_attn top_temp1.0_k0_p0.5,"['hi , pretty well ! how are you doing today ?']","hi , i am doing well . how are you ?",0.8416143245795566,0.98445845,0.6987702026564278,0.8416143245795566
"hi , how are things going today ?",persona-zhao_00208,S2S_attn greedy_temp1.0_k0_p0.0,"['hi , pretty well ! how are you doing today ?']",i am doing well . how are you ?,0.9011000634509014,0.9758577,0.8263424518262719,0.9011000634509014
"hi , how are things going today ?",persona-zhao_00209,negative-sample,"['hi , pretty well ! how are you doing today ?']","i sure hope not , they are scary !",0.81887344467686,0.8404664,0.7972805092343961,0.81887344467686
"nice . my brother is the hunter in my family . my three sisters and i don't hunt .
do you like the outdoors ?
i like taking my dogs hiking . what do you like to do for fun ?
most any type of outdoor activity , attending sporting events , reading , and cooking .
i like to cook too . tacos are my favorite . what is your favorite food ?",persona-zhao_00210,ground-truth,['a good steak or fresh crab legs . do you like seafood ?'],a good steak or fresh crab legs . do you like seafood ?,1.0,1.0,1.0,1.0
"nice . my brother is the hunter in my family . my three sisters and i don't hunt .
do you like the outdoors ?
i like taking my dogs hiking . what do you like to do for fun ?
most any type of outdoor activity , attending sporting events , reading , and cooking .
i like to cook too . tacos are my favorite . what is your favorite food ?",persona-zhao_00211,GPT2_medium top_temp1.0_k0_p0.5,['a good steak or fresh crab legs . do you like seafood ?'],i like breakfast . i usually eat pancakes and chicken .,0.9271626042843384,0.8822504,0.9720747803689088,0.9271626042843384
"nice . my brother is the hunter in my family . my three sisters and i don't hunt .
do you like the outdoors ?
i like taking my dogs hiking . what do you like to do for fun ?
most any type of outdoor activity , attending sporting events , reading , and cooking .
i like to cook too . tacos are my favorite . what is your favorite food ?",persona-zhao_00212,GPT2_small sample_temp1.0_k0_p0.0,['a good steak or fresh crab legs . do you like seafood ?'],i like all types of cuisine from home cooked food to homemade vegetarian meals .,0.8601450578997496,0.8638823,0.8564078125615843,0.8601450578997496
"nice . my brother is the hunter in my family . my three sisters and i don't hunt .
do you like the outdoors ?
i like taking my dogs hiking . what do you like to do for fun ?
most any type of outdoor activity , attending sporting events , reading , and cooking .
i like to cook too . tacos are my favorite . what is your favorite food ?",persona-zhao_00213,HRED_attn greedy_temp1.0_k0_p0.0,['a good steak or fresh crab legs . do you like seafood ?'],i love mexican food . i am a vegetarian .,0.7719385841701487,0.9082867,0.6355904776283222,0.7719385841701487
"nice . my brother is the hunter in my family . my three sisters and i don't hunt .
do you like the outdoors ?
i like taking my dogs hiking . what do you like to do for fun ?
most any type of outdoor activity , attending sporting events , reading , and cooking .
i like to cook too . tacos are my favorite . what is your favorite food ?",persona-zhao_00214,S2S_attn top_temp1.0_k0_p0.5,['a good steak or fresh crab legs . do you like seafood ?'],i like pizza and my mom cooks for me,0.8905318146453143,0.8486998,0.9323638211699009,0.8905318146453143
"nice . my brother is the hunter in my family . my three sisters and i don't hunt .
do you like the outdoors ?
i like taking my dogs hiking . what do you like to do for fun ?
most any type of outdoor activity , attending sporting events , reading , and cooking .
i like to cook too . tacos are my favorite . what is your favorite food ?",persona-zhao_00215,negative-sample,['a good steak or fresh crab legs . do you like seafood ?'],social media site . like a cross between facebook messenger and face time .,0.9046446527877773,0.82643515,0.9828541568595817,0.9046446527877773
"my dad was a door to door kind of sales person until he finished law school
that's cool . right now , i spend my time with my hobbies roller coasters and skydiving .
i tend to go out alot since i am in a open poly relationship
i am too ! my partners love to go swimming , but i am awful at it .
i love swimming and skinny dipping lol",persona-zhao_00216,ground-truth,['i prefer my roller coasters and thrills .'],i prefer my roller coasters and thrills .,0.9999999105930328,0.9999998,1.0,0.9999999105930328
"my dad was a door to door kind of sales person until he finished law school
that's cool . right now , i spend my time with my hobbies roller coasters and skydiving .
i tend to go out alot since i am in a open poly relationship
i am too ! my partners love to go swimming , but i am awful at it .
i love swimming and skinny dipping lol",persona-zhao_00217,GPT2_medium sample_temp1.0_k0_p0.0,['i prefer my roller coasters and thrills .'],i am also great at baking !,0.9043119698706135,0.9165909,0.892033010709855,0.9043119698706135
"my dad was a door to door kind of sales person until he finished law school
that's cool . right now , i spend my time with my hobbies roller coasters and skydiving .
i tend to go out alot since i am in a open poly relationship
i am too ! my partners love to go swimming , but i am awful at it .
i love swimming and skinny dipping lol",persona-zhao_00218,GPT2_small sample_temp1.0_k0_p0.0,['i prefer my roller coasters and thrills .'],i watch a lot of ted talks . it is a must for the polyamorous person .,0.8181472632448374,0.93049896,0.7057955688557027,0.8181472632448374
"my dad was a door to door kind of sales person until he finished law school
that's cool . right now , i spend my time with my hobbies roller coasters and skydiving .
i tend to go out alot since i am in a open poly relationship
i am too ! my partners love to go swimming , but i am awful at it .
i love swimming and skinny dipping lol",persona-zhao_00219,HRED_attn top_temp1.0_k0_p0.5,['i prefer my roller coasters and thrills .'],i am a <unk> . my daughters and i do not like to go out .,0.927871007350096,0.90371275,0.9520292652189907,0.927871007350096
"my dad was a door to door kind of sales person until he finished law school
that's cool . right now , i spend my time with my hobbies roller coasters and skydiving .
i tend to go out alot since i am in a open poly relationship
i am too ! my partners love to go swimming , but i am awful at it .
i love swimming and skinny dipping lol",persona-zhao_00220,S2S_attn greedy_temp1.0_k0_p0.0,['i prefer my roller coasters and thrills .'],i love the color green . i also love to read .,0.7960219661187756,0.9392152,0.6528287489794946,0.7960219661187756
"my dad was a door to door kind of sales person until he finished law school
that's cool . right now , i spend my time with my hobbies roller coasters and skydiving .
i tend to go out alot since i am in a open poly relationship
i am too ! my partners love to go swimming , but i am awful at it .
i love swimming and skinny dipping lol",persona-zhao_00221,negative-sample,['i prefer my roller coasters and thrills .'],"fun . wow , the years have flown . television didn't exist when i was a kid .",0.9253223571514313,0.87937343,0.971271283097113,0.9253223571514313
"hi , how are you ? i'm busy .
fine . i'm emma . i'm four .",persona-zhao_00222,ground-truth,"[""i'm much older .""]",i'm much older .,0.9999999701976776,0.99999994,1.0,0.9999999701976776
"hi , how are you ? i'm busy .
fine . i'm emma . i'm four .",persona-zhao_00223,GPT2_medium sample_temp1.0_k0_p0.0,"[""i'm much older .""]",i love my grandchildren . i barely have them all .,0.8513441370337611,0.9382485,0.764439758938433,0.8513441370337611
"hi , how are you ? i'm busy .
fine . i'm emma . i'm four .",persona-zhao_00224,GPT2_small greedy_temp1.0_k0_p0.0,"[""i'm much older .""]",i'm a four year old girl . i'm a college student .,0.7536911217893523,0.941426,0.5659562644412839,0.7536911217893523
"hi , how are you ? i'm busy .
fine . i'm emma . i'm four .",persona-zhao_00225,HRED_attn greedy_temp1.0_k0_p0.0,"[""i'm much older .""]",i have a lot of friends . i have a lot of friends .,0.6608618039121552,0.9388318,0.382891801641449,0.6608618039121552
"hi , how are you ? i'm busy .
fine . i'm emma . i'm four .",persona-zhao_00226,S2S_attn sample_temp1.0_k0_p0.0,"[""i'm much older .""]",oh nice ! i'm a twin and i love being a video games stylist .,0.8071959778759559,0.9051969,0.7091950506158033,0.8071959778759559
"hi , how are you ? i'm busy .
fine . i'm emma . i'm four .",persona-zhao_00227,negative-sample,"[""i'm much older .""]",hello paula . nice to meet you,0.7159909272361045,0.85454243,0.5774394202566634,0.7159909272361045
"that is nice where are you in particular
usa , they have good fish and chips here , which i love to eat !
i live in a small town so i don't travel much
travelling is great , i've been on many cruises
that is fun i live on a horse farm",persona-zhao_00228,ground-truth,"['horses can be a lot of hard work . i am retired , trying to avoid work .']","horses can be a lot of hard work . i am retired , trying to avoid work .",1.0000001192092896,1.0000002,1.0,1.0000001192092896
"that is nice where are you in particular
usa , they have good fish and chips here , which i love to eat !
i live in a small town so i don't travel much
travelling is great , i've been on many cruises
that is fun i live on a horse farm",persona-zhao_00229,GPT2_medium sample_temp1.0_k0_p0.0,"['horses can be a lot of hard work . i am retired , trying to avoid work .']","nice ! i actually love chips , i wish i eat chips .",0.8727109503006828,0.90053594,0.8448859594774032,0.8727109503006828
"that is nice where are you in particular
usa , they have good fish and chips here , which i love to eat !
i live in a small town so i don't travel much
travelling is great , i've been on many cruises
that is fun i live on a horse farm",persona-zhao_00230,GPT2_small sample_temp1.0_k0_p0.0,"['horses can be a lot of hard work . i am retired , trying to avoid work .']",i live alone due to my many hospital visits,0.79272058906684,0.89432853,0.691112643530561,0.79272058906684
"that is nice where are you in particular
usa , they have good fish and chips here , which i love to eat !
i live in a small town so i don't travel much
travelling is great , i've been on many cruises
that is fun i live on a horse farm",persona-zhao_00231,HRED_attn sample_temp1.0_k0_p0.0,"['horses can be a lot of hard work . i am retired , trying to avoid work .']",i still walk my long bicycle but i am still high,0.7952996690758478,0.91198575,0.6786135831849598,0.7952996690758478
"that is nice where are you in particular
usa , they have good fish and chips here , which i love to eat !
i live in a small town so i don't travel much
travelling is great , i've been on many cruises
that is fun i live on a horse farm",persona-zhao_00232,S2S_attn top_temp1.0_k0_p0.5,"['horses can be a lot of hard work . i am retired , trying to avoid work .']",i live on a farm so i do not have time for horses,0.876650358970069,0.93940264,0.8138980780742628,0.876650358970069
"that is nice where are you in particular
usa , they have good fish and chips here , which i love to eat !
i live in a small town so i don't travel much
travelling is great , i've been on many cruises
that is fun i live on a horse farm",persona-zhao_00233,negative-sample,"['horses can be a lot of hard work . i am retired , trying to avoid work .']",are you as fired up about winter coming as i'm ?,0.7532125729269185,0.8764724,0.6299527323139504,0.7532125729269185
"awesome ! i am going to college to become a physical therapist .
same when i can get my parents of my back
we should meet sometime ! after college !
yes sounds like a great plan
are you still in high school ?",persona-zhao_00234,ground-truth,"[""no i'm not . i'm in real life a music teacher""]",no i'm not . i'm in real life a music teacher,1.0,1.0,1.0,1.0
"awesome ! i am going to college to become a physical therapist .
same when i can get my parents of my back
we should meet sometime ! after college !
yes sounds like a great plan
are you still in high school ?",persona-zhao_00235,GPT2_medium sample_temp1.0_k0_p0.0,"[""no i'm not . i'm in real life a music teacher""]",yes i am i am a fresh out of college,0.8620879131770401,0.91273206,0.8114437616301118,0.8620879131770401
"awesome ! i am going to college to become a physical therapist .
same when i can get my parents of my back
we should meet sometime ! after college !
yes sounds like a great plan
are you still in high school ?",persona-zhao_00236,GPT2_small sample_temp1.0_k0_p0.0,"[""no i'm not . i'm in real life a music teacher""]",yes i am in high school right now,0.7880978112588115,0.9149048,0.6612908492823021,0.7880978112588115
"awesome ! i am going to college to become a physical therapist .
same when i can get my parents of my back
we should meet sometime ! after college !
yes sounds like a great plan
are you still in high school ?",persona-zhao_00237,HRED_attn sample_temp1.0_k0_p0.0,"[""no i'm not . i'm in real life a music teacher""]",no i still reside for a living,0.884061002769374,0.87656957,0.8915524364278776,0.884061002769374
"awesome ! i am going to college to become a physical therapist .
same when i can get my parents of my back
we should meet sometime ! after college !
yes sounds like a great plan
are you still in high school ?",persona-zhao_00238,S2S_attn greedy_temp1.0_k0_p0.0,"[""no i'm not . i'm in real life a music teacher""]","no , i am in school .",0.8341171504929843,0.91572344,0.7525108579546576,0.8341171504929843
"awesome ! i am going to college to become a physical therapist .
same when i can get my parents of my back
we should meet sometime ! after college !
yes sounds like a great plan
are you still in high school ?",persona-zhao_00239,negative-sample,"[""no i'm not . i'm in real life a music teacher""]","i am good , that is pretty cool . where do you work ?",0.7455747370269109,0.8751539,0.6159955748610118,0.7455747370269109
"not right now there are complaints with my pregnancy first one
oh , i always wear a helmet to protect my head . what do you do for a living ?
housewife , every week i read books
i see , i waitress during the day to help supplement my income . do you like tanning
i'd love too but very far from sun",persona-zhao_00240,ground-truth,"[""i don't tan , i have very light skin with big brown eyes .""]","i don't tan , i have very light skin with big brown eyes .",0.9999999105930328,0.9999998,1.0,0.9999999105930328
"not right now there are complaints with my pregnancy first one
oh , i always wear a helmet to protect my head . what do you do for a living ?
housewife , every week i read books
i see , i waitress during the day to help supplement my income . do you like tanning
i'd love too but very far from sun",persona-zhao_00241,GPT2_medium top_temp1.0_k0_p0.5,"[""i don't tan , i have very light skin with big brown eyes .""]","yeah , i'm not fond of the cold , but i'm glad it does not effect me .",0.8545013098269828,0.8882886,0.8207140025198714,0.8545013098269828
"not right now there are complaints with my pregnancy first one
oh , i always wear a helmet to protect my head . what do you do for a living ?
housewife , every week i read books
i see , i waitress during the day to help supplement my income . do you like tanning
i'd love too but very far from sun",persona-zhao_00242,GPT2_small greedy_temp1.0_k0_p0.0,"[""i don't tan , i have very light skin with big brown eyes .""]",i've to shave my super long beard before i start . do you have any hobbies ?,0.8356675798317674,0.8330959,0.8382392514985569,0.8356675798317674
"not right now there are complaints with my pregnancy first one
oh , i always wear a helmet to protect my head . what do you do for a living ?
housewife , every week i read books
i see , i waitress during the day to help supplement my income . do you like tanning
i'd love too but very far from sun",persona-zhao_00243,HRED_attn top_temp1.0_k0_p0.5,"[""i don't tan , i have very light skin with big brown eyes .""]",it is pretty . i want to go to the beach but it is not so cold,0.7902696158794271,0.85843384,0.7221053890998576,0.7902696158794271
"not right now there are complaints with my pregnancy first one
oh , i always wear a helmet to protect my head . what do you do for a living ?
housewife , every week i read books
i see , i waitress during the day to help supplement my income . do you like tanning
i'd love too but very far from sun",persona-zhao_00244,S2S_attn top_temp1.0_k0_p0.5,"[""i don't tan , i have very light skin with big brown eyes .""]",that is nice . i would love to visit there .,0.7590799197245015,0.8388866,0.6792732208348062,0.7590799197245015
"not right now there are complaints with my pregnancy first one
oh , i always wear a helmet to protect my head . what do you do for a living ?
housewife , every week i read books
i see , i waitress during the day to help supplement my income . do you like tanning
i'd love too but very far from sun",persona-zhao_00245,negative-sample,"[""i don't tan , i have very light skin with big brown eyes .""]",i am playing my favorite game,0.8421152245422557,0.8067423,0.8774881385605247,0.8421152245422557
"that's so cute girl or boy
we had a boy named taylor
awww that is nice what do you do for a living
i work in a vegan restaurant
that is nice i have a dog walking company",persona-zhao_00246,ground-truth,['that would be really great'],that would be really great,0.9999999701976776,0.99999994,1.0,0.9999999701976776
"that's so cute girl or boy
we had a boy named taylor
awww that is nice what do you do for a living
i work in a vegan restaurant
that is nice i have a dog walking company",persona-zhao_00247,GPT2_medium greedy_temp1.0_k0_p0.0,['that would be really great'],i also work in the hospital,0.956043121954418,0.94145745,0.9706287935189739,0.956043121954418
"that's so cute girl or boy
we had a boy named taylor
awww that is nice what do you do for a living
i work in a vegan restaurant
that is nice i have a dog walking company",persona-zhao_00248,GPT2_medium sample_temp1.0_k0_p0.0,['that would be really great'],i am a full time student and volunteer at a dog shelter,0.7957422992905425,0.8369187,0.7545658869187926,0.7957422992905425
"that's so cute girl or boy
we had a boy named taylor
awww that is nice what do you do for a living
i work in a vegan restaurant
that is nice i have a dog walking company",persona-zhao_00249,HRED_attn top_temp1.0_k0_p0.5,['that would be really great'],i love to sew and go to the beach,0.8697039396820526,0.84146553,0.8979423465844116,0.8697039396820526
"that's so cute girl or boy
we had a boy named taylor
awww that is nice what do you do for a living
i work in a vegan restaurant
that is nice i have a dog walking company",persona-zhao_00250,S2S_attn sample_temp1.0_k0_p0.0,['that would be really great'],i want to dorm next year .,0.8461210558998613,0.90040135,0.7918407579636629,0.8461210558998613
"that's so cute girl or boy
we had a boy named taylor
awww that is nice what do you do for a living
i work in a vegan restaurant
that is nice i have a dog walking company",persona-zhao_00251,negative-sample,['that would be really great'],i'm a stunt double,0.8112187673048892,0.86335814,0.7590793946180182,0.8112187673048892
"hi my name is jill how are you today ?
i am doing well . about to go to my job at burger king .",persona-zhao_00252,ground-truth,['what do you do there at burger king ?'],what do you do there at burger king ?,0.9999999403953552,0.9999999,1.0,0.9999999403953552
"hi my name is jill how are you today ?
i am doing well . about to go to my job at burger king .",persona-zhao_00253,GPT2_medium greedy_temp1.0_k0_p0.0,['what do you do there at burger king ?'],i love burger king ! i work at a burger spot so i eat there all the time !,0.8226249558898132,0.89728546,0.7479644503538452,0.8226249558898132
"hi my name is jill how are you today ?
i am doing well . about to go to my job at burger king .",persona-zhao_00254,GPT2_medium sample_temp1.0_k0_p0.0,['what do you do there at burger king ?'],burger king ? i'm going to work there as a barista,0.9283144024096075,0.90813994,0.9484888607426769,0.9283144024096075
"hi my name is jill how are you today ?
i am doing well . about to go to my job at burger king .",persona-zhao_00255,HRED_attn greedy_temp1.0_k0_p0.0,['what do you do there at burger king ?'],"i love to eat , i am a vegetarian",0.8457202238903738,0.8433023,0.8481381382676556,0.8457202238903738
"hi my name is jill how are you today ?
i am doing well . about to go to my job at burger king .",persona-zhao_00256,S2S_attn sample_temp1.0_k0_p0.0,['what do you do there at burger king ?'],i love burger king ! <unk> ?,0.7537657043291339,0.9310219,0.5765094798710363,0.7537657043291339
"hi my name is jill how are you today ?
i am doing well . about to go to my job at burger king .",persona-zhao_00257,negative-sample,['what do you do there at burger king ?'],"i am suppose to be , but i use my super powers to stop time and not go .",0.8546880801626532,0.80339396,0.9059822003262219,0.8546880801626532
"hello ! how are you today !
hello there , i am feeling good and like i might never die . how are you ?
my older brother says the same exact phrase ! ! haha i am doing alright just finished soccer
nice ! after a busy day of soccer you should unwind with some wine .",persona-zhao_00258,ground-truth,['i may . i just took the bus back from school and now have homework'],i may . i just took the bus back from school and now have homework,1.0,1.0,1.0,1.0
"hello ! how are you today !
hello there , i am feeling good and like i might never die . how are you ?
my older brother says the same exact phrase ! ! haha i am doing alright just finished soccer
nice ! after a busy day of soccer you should unwind with some wine .",persona-zhao_00259,GPT2_medium greedy_temp1.0_k0_p0.0,['i may . i just took the bus back from school and now have homework'],i do ! i like to listen to justin bieber !,0.7985165150720896,0.88138306,0.7156499687351827,0.7985165150720896
"hello ! how are you today !
hello there , i am feeling good and like i might never die . how are you ?
my older brother says the same exact phrase ! ! haha i am doing alright just finished soccer
nice ! after a busy day of soccer you should unwind with some wine .",persona-zhao_00260,GPT2_medium top_temp1.0_k0_p0.5,['i may . i just took the bus back from school and now have homework'],nice ! i do ballet and have to be careful i do not drink .,0.9271472372910826,0.9000292,0.9542652921480832,0.9271472372910826
"hello ! how are you today !
hello there , i am feeling good and like i might never die . how are you ?
my older brother says the same exact phrase ! ! haha i am doing alright just finished soccer
nice ! after a busy day of soccer you should unwind with some wine .",persona-zhao_00261,HRED_attn top_temp1.0_k0_p0.5,['i may . i just took the bus back from school and now have homework'],i'd love to . i also love to read and write poetry,0.8811539117425604,0.90854913,0.8537586935221997,0.8811539117425604
"hello ! how are you today !
hello there , i am feeling good and like i might never die . how are you ?
my older brother says the same exact phrase ! ! haha i am doing alright just finished soccer
nice ! after a busy day of soccer you should unwind with some wine .",persona-zhao_00262,S2S_attn greedy_temp1.0_k0_p0.0,['i may . i just took the bus back from school and now have homework'],"i love to cook , but i am not a fan of it .",0.7744272242737196,0.8948947,0.6539597294235987,0.7744272242737196
