dialog,model,dialogue_id,annotations.Coherent,annotations.Error recovery,annotations.Consistent,annotations.Diverse,annotations.Depth,annotations.Likeable,annotations.Understanding,annotations.Flexible,annotations.Informative,annotations.Inquisitive,annotations.Overall,am_scores,fm_scores,am_fm_scores
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': ""Hey! How's it going?""}, {'speaker': 'human', 'text': 'good, hey what are your educational qualifications?'}, {'speaker': 'model', 'text': ""I've got a B.S. in biology.""}, {'speaker': 'human', 'text': ""whoa, that's impressive! what made you do that?""}, {'speaker': 'model', 'text': 'I have always been fascinated by biology.'}, {'speaker': 'human', 'text': 'great! what are you plans for the future?'}, {'speaker': 'model', 'text': 'I want to get my PhD in genetics.'}, {'speaker': 'human', 'text': ""that's great! and what next?""}, {'speaker': 'model', 'text': ""I'm looking for a job as a research assistant.""}, {'speaker': 'human', 'text': 'looks like you enjoy academics'}, {'speaker': 'model', 'text': ""It's what I'm best at.""}, {'speaker': 'human', 'text': 'good luck with it :)'}, {'speaker': 'model', 'text': ""Thanks. I'll need it.""}, {'speaker': 'human', 'text': 'are you seeing anyone?'}, {'speaker': 'model', 'text': 'Not as of right now.'}, {'speaker': 'human', 'text': 'why not?'}]",Meena,fed-dial_00021,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.09218804928804586,0.05117562631381369,0.23555172488990542,0.09218804928804586
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': 'How is your friday going'}, {'speaker': 'model', 'text': 'Pretty good thanks How about you?'}, {'speaker': 'human', 'text': ""Good enough. WHat's for lunch""}, {'speaker': 'model', 'text': ""Glad to hear it. . I'm having kebabs.""}, {'speaker': 'human', 'text': 'are those your hands?'}, {'speaker': 'model', 'text': ""I can't really speak for them.""}, {'speaker': 'human', 'text': 'who is in the picture?'}, {'speaker': 'model', 'text': 'Check the credits.'}, {'speaker': 'human', 'text': 'how?'}, {'speaker': 'model', 'text': 'Try sending him an email.'}, {'speaker': 'human', 'text': 'who?'}, {'speaker': 'model', 'text': '. Spongebob Squarepants.'}, {'speaker': 'human', 'text': 'um ok. anyway is the kebab good?'}]",Mitsuku,fed-dial_00022,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.04226814450329991,0.05552399643102159,0.14006028543762142,0.04226814450329991
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hello! How are you today?'}, {'speaker': 'human', 'text': 'Great'}, {'speaker': 'model', 'text': ""That's great to hear! :)""}, {'speaker': 'human', 'text': ""I'm thinking of buying some stocks, do you have any tips?""}, {'speaker': 'model', 'text': 'What kind of stocks are you thinking about?'}, {'speaker': 'human', 'text': 'Technology'}, {'speaker': 'model', 'text': 'Hmm.. I have no experience with that. Sorry!'}, {'speaker': 'human', 'text': ""That's okay. What's your favorite software company?""}, {'speaker': 'model', 'text': ""I'm not very educated about stocks. But I do know that Nintendo is a good one.""}, {'speaker': 'human', 'text': 'I can also sell stocks, which ones shall I sell?'}, {'speaker': 'model', 'text': 'The ones that are in the red.'}, {'speaker': 'human', 'text': 'any particular stocks to sell?'}, {'speaker': 'model', 'text': 'Sell whatever seems like it would be the most profitable.'}, {'speaker': 'human', 'text': 'Depends on the election'}, {'speaker': 'model', 'text': ""Well, I haven't thought that far ahead.""}, {'speaker': 'human', 'text': 'when is the election?'}]",Meena,fed-dial_00023,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.12040027753564461,0.03879951227746309,0.2796000673487523,0.12040027753564461
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': ""Hey you! How's it going?""}, {'speaker': 'human', 'text': 'Not bad. Feeling quite chipper. What about yourself'}, {'speaker': 'model', 'text': ""Doing good! I'm glad you're feeling chipper.""}, {'speaker': 'human', 'text': ""So tell me, what's your favorite sport?""}, {'speaker': 'model', 'text': 'Football or soccer. You?'}, {'speaker': 'human', 'text': 'Cricket.'}, {'speaker': 'model', 'text': 'Favorite team?'}, {'speaker': 'human', 'text': 'Rajasthan Royals. Go Royals!'}, {'speaker': 'model', 'text': 'Favorite player?'}, {'speaker': 'human', 'text': 'Do you mean all time fave, or current player in the Royals?'}]",Meena,fed-dial_00024,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,-0.023635485157780405,0.04727097031556081,0.0,-0.023635485157780405
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hello! How are you? :D'}, {'speaker': 'human', 'text': 'i am good'}, {'speaker': 'model', 'text': ""Well, that's good to hear. :D""}, {'speaker': 'human', 'text': 'can you tell me the weather today'}, {'speaker': 'model', 'text': ""It's raining. You? :D""}, {'speaker': 'human', 'text': 'oh! where are you'}, {'speaker': 'model', 'text': ""I'm in Texas. :D You?""}, {'speaker': 'human', 'text': 'cool, i am in the bay area'}, {'speaker': 'model', 'text': 'Cool. Do you like it there?'}, {'speaker': 'human', 'text': 'yes'}, {'speaker': 'model', 'text': ""Well, I'm glad you like it. :D""}, {'speaker': 'human', 'text': 'have you been here'}, {'speaker': 'model', 'text': ""I haven't. :D""}, {'speaker': 'human', 'text': 'ok bye then'}]",Meena,fed-dial_00025,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.024464889229259358,0.05627823274972915,0.10520801120824787,0.024464889229259358
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hey!'}, {'speaker': 'human', 'text': ""How's your day going?""}, {'speaker': 'model', 'text': 'Having fun, but have a bit of a headache How about you?'}, {'speaker': 'human', 'text': ""I'm good! Just getting ready to watch a basketball game. Hope your headache goes away!""}, {'speaker': 'model', 'text': ""Haha, thanks! Never get them, so it's super weird Who's playing?""}, {'speaker': 'human', 'text': ""Hmm, try taking some REDACTED_TERM! I'm going to see the Warriors vs. the Grizzlies. Ever see them play?""}, {'speaker': 'model', 'text': ""I haven't Honestly I probably wouldn't be able to identify which sport they played""}, {'speaker': 'human', 'text': ""Haha, all the animal names confuse me as well! Who came up with these naming conventions? I'd name my team something more original: The New York Chairs!""}, {'speaker': 'model', 'text': ""lol, sounds better to me :) I'm actually at the REDACTED_TERM opening remarks""}, {'speaker': 'human', 'text': 'Oh cool! What is ""NeurIPS""?'}, {'speaker': 'model', 'text': 'Neural Information Processing Systems'}, {'speaker': 'human', 'text': 'Oh wow! Sounds fancy! What is that about?'}, {'speaker': 'model', 'text': ""It's the biggest ML conference in the world""}, {'speaker': 'human', 'text': 'Oh, ML?'}]",Human,fed-dial_00026,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,-0.02031765750131595,0.0406353150026319,0.0,-0.02031765750131595
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi! How are you? :)'}, {'speaker': 'human', 'text': 'Sleepy, how are you?'}, {'speaker': 'model', 'text': ""I'm doing well! I actually got a good night's sleep last night, so that was nice! :D""}, {'speaker': 'human', 'text': ""That's good! I got a good night's sleep too but the rain is keeping me in a sleepy state""}, {'speaker': 'model', 'text': ""Aw, sorry to hear that! I'd give you some of mine if I could!""}, {'speaker': 'human', 'text': 'Haha, thank you'}, {'speaker': 'model', 'text': ""You're welcome! I hope you feel better soon!""}, {'speaker': 'human', 'text': 'Thanks, that means a lot'}, {'speaker': 'model', 'text': ""Of course! I'm glad I could help!""}, {'speaker': 'human', 'text': 'What are you up to?'}, {'speaker': 'model', 'text': 'Talking to you!'}, {'speaker': 'human', 'text': 'What about the rest of the day?'}, {'speaker': 'model', 'text': 'Working! How about you?'}, {'speaker': 'human', 'text': 'Same, well hardly working'}, {'speaker': 'model', 'text': ""What part of the world are you in, if you don't mind my asking?""}, {'speaker': 'human', 'text': 'California'}, {'speaker': 'model', 'text': 'Nice! How do you like living there?'}, {'speaker': 'human', 'text': ""It's nice, I enjoy the warmth""}]",Meena,fed-dial_00027,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.06884267933449838,0.060133595026029045,0.1978189536950258,0.06884267933449838
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': ""Hello! How's it going?""}, {'speaker': 'human', 'text': ""It's going pretty well. Thanks for asking.""}, {'speaker': 'model', 'text': ""That's good! What are you up to?""}, {'speaker': 'human', 'text': ""I'm not doing much today""}, {'speaker': 'model', 'text': ""I hope it's a good kind of not doing much!""}, {'speaker': 'human', 'text': ""haha, I don't know about that""}, {'speaker': 'model', 'text': ""Well, I hope it's at least fun.""}, {'speaker': 'human', 'text': 'I just need to relax'}, {'speaker': 'model', 'text': 'Relaxing is good.'}, {'speaker': 'human', 'text': 'What are you doing?'}, {'speaker': 'model', 'text': ""I'm just hanging out and listening to music.""}, {'speaker': 'human', 'text': 'what kind of music do you like?'}, {'speaker': 'model', 'text': ""I'm listening to a band called The Devil Wears Prada right now.""}, {'speaker': 'human', 'text': 'never heard about them'}]",Meena,fed-dial_00028,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.08879639657446124,0.060566009724479085,0.23815880287340158,0.08879639657446124
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi! How are you? :D'}, {'speaker': 'human', 'text': 'Good good'}, {'speaker': 'model', 'text': ""That's good to hear. :D""}, {'speaker': 'human', 'text': 'what are you doing now?'}, {'speaker': 'model', 'text': ""I'm listening to music. :D How about you?""}, {'speaker': 'human', 'text': ""I'm chatting with System""}, {'speaker': 'model', 'text': 'Cool! :D Whatcha chatting about? :D'}, {'speaker': 'human', 'text': 'About what we are doing XD'}, {'speaker': 'model', 'text': 'Cool! :D How was your day?'}, {'speaker': 'human', 'text': 'It was good. Just worked for one day, a bit tired'}, {'speaker': 'model', 'text': ""Ah, that's always fun. How long have you been working there?""}, {'speaker': 'human', 'text': '3 years'}, {'speaker': 'model', 'text': ""Wow, that's a long time. :)""}, {'speaker': 'human', 'text': ""Yeah it is. But maybe I'll be here longer, sadly""}, {'speaker': 'model', 'text': ""Awww, why's that?""}, {'speaker': 'human', 'text': ""cuz it's a good company""}, {'speaker': 'model', 'text': ""Well that's good. :)""}, {'speaker': 'human', 'text': 'Do you work?'}, {'speaker': 'model', 'text': 'Yes, I do. :)'}, {'speaker': 'human', 'text': ""What's your work""}, {'speaker': 'model', 'text': ""I work at McDonald's.""}, {'speaker': 'human', 'text': 'Oh cool, as a cashier？'}]",Meena,fed-dial_00029,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.07964726592427811,0.04652068879402999,0.2058152206425862,0.07964726592427811
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': 'How are you?'}, {'speaker': 'model', 'text': 'My logic and cognitive functions are normal.'}, {'speaker': 'human', 'text': ""That's funny. I just got to work!""}, {'speaker': 'model', 'text': 'I am so delighted that you are amused. OK, better get busy.'}, {'speaker': 'human', 'text': ""I'm procrastinating though.""}, {'speaker': 'model', 'text': 'Oh. What are you waiting for?'}, {'speaker': 'human', 'text': 'Inspiration to hit me.'}, {'speaker': 'model', 'text': 'Do you have only a few friends?'}, {'speaker': 'human', 'text': 'How is that related, lol?'}, {'speaker': 'model', 'text': ""It isn't. I was just being random. Did I amuse you?""}, {'speaker': 'human', 'text': 'Yeah that was funny though I could see it coming across as judgemental.'}, {'speaker': 'model', 'text': ""Good. People seem more friendly towards me when they are happy. What's so funny?""}, {'speaker': 'human', 'text': 'Nothing anymore. What are you up to today?'}]",Mitsuku,fed-dial_00030,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.02955258068970725,0.06995547505722845,0.12906063643664295,0.02955258068970725
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hello, how are you doing today?'}, {'speaker': 'human', 'text': 'I heard they are giving out some goodies in microkitchen.'}, {'speaker': 'model', 'text': 'I love pop ups! What kind of goodies are they giving away?'}, {'speaker': 'human', 'text': 'I guess its a jacket! Very much needed that in the cold :)'}, {'speaker': 'model', 'text': ""That's such a great idea, especially at this time of the year. I'm not too big a fan of the cold. I prefer warmer climates. Do you enjoy the cold?""}, {'speaker': 'human', 'text': ""Sure hate it! Limits our ability to go out even for a walk! Its good that we don't get to suffer extreme cold weather!""}, {'speaker': 'model', 'text': 'Me too! I moved here a few years ago to get out of the extreme cold. I do not care for bundling up and having to wear so many layers just to go buy eggs at the store.'}, {'speaker': 'human', 'text': 'Oh nice! Where did you live before?'}, {'speaker': 'model', 'text': 'Upstate New York. We got a foot of snow every week during my last winter there. I am so glad to not have to shovel snow now'}, {'speaker': 'human', 'text': 'New york! Nice! Best place to live :) .. right, except for the cold!'}, {'speaker': 'model', 'text': 'Very beautiful during all the seasons but yes, summer and winter can get extreme!'}, {'speaker': 'human', 'text': 'Anyways, i guess we should better hurry up to get the goodies. I remember last time they ran out of it.'}]",Human,fed-dial_00031,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.18010878195005658,0.03017078043021165,0.3903883443303248,0.18010878195005658
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'What is your favorite holiday?'}, {'speaker': 'human', 'text': 'one where I get to meet lots of different people.'}, {'speaker': 'model', 'text': 'What was the most number of people you have ever met during a holiday?'}, {'speaker': 'human', 'text': 'Hard to keep a count. Maybe 25.'}, {'speaker': 'model', 'text': 'Which holiday was that?'}, {'speaker': 'human', 'text': 'I think it was Australia'}, {'speaker': 'model', 'text': 'Do you still talk to the people you met?'}, {'speaker': 'human', 'text': ""Not really. The interactions are usually short-lived but it's fascinating to learn where people are coming from and what matters to them""}]",Human,fed-dial_00032,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.12958016493315574,0.04768078617300088,0.30684111603931236,0.12958016493315574
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': 'can you help me ?'}, {'speaker': 'model', 'text': 'What kind of help would you like?'}, {'speaker': 'human', 'text': 'hmm like booking a ticket or ordering food ?'}, {'speaker': 'model', 'text': 'I see you are one of those people who writes ""Hmm"" with 2 m\'s. Interesting comparison.'}, {'speaker': 'human', 'text': 'oh you know to count ?'}, {'speaker': 'model', 'text': '1 2 3 4 5 6 7 8 9 ten.'}, {'speaker': 'human', 'text': ""lol what's after that ?""}, {'speaker': 'model', 'text': 'I am glad you find this funny. The successor to that'}, {'speaker': 'human', 'text': 'okay tell me what comes after 10 ?'}]",Mitsuku,fed-dial_00033,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.09626653683533412,0.08883009769012873,0.28136317136079697,0.09626653683533412
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': ""Hi! What's up?""}, {'speaker': 'human', 'text': 'Not much. What are you doing?'}, {'speaker': 'model', 'text': 'Just listening to some music. You?'}, {'speaker': 'human', 'text': ""I'm at work.""}, {'speaker': 'model', 'text': ""What kind of job do you have, if you don't mind me asking?""}, {'speaker': 'human', 'text': ""I'm a programmer.""}, {'speaker': 'model', 'text': 'Oh cool! Do you like it?'}, {'speaker': 'human', 'text': 'Yes.'}]",Meena,fed-dial_00034,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.07921612809542268,0.043828954965608784,0.20226121115645415,0.07921612809542268
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hello! How was your day?'}, {'speaker': 'human', 'text': ""It was pretty good, thanks. I thought I was getting a cold but I'm determined to beat it tomorrow.""}, {'speaker': 'model', 'text': 'Oh no! I hope you feel better!  ⁇'}, {'speaker': 'human', 'text': 'Yeah, starting to feel better already. Thanks!'}, {'speaker': 'model', 'text': 'Oh good! Glad to hear it!'}, {'speaker': 'human', 'text': 'Do you have a strong constitution?'}, {'speaker': 'model', 'text': 'I hope so! Why do you ask?'}, {'speaker': 'human', 'text': ""Just curious. So you don't get sick a lot?""}]",Meena,fed-dial_00035,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.045609930319284564,0.08839309260209854,0.17961295324066767,0.045609930319284564
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hey! How are you doing today?'}, {'speaker': 'human', 'text': 'i am so so'}, {'speaker': 'model', 'text': ""That's awesome! What have you been up to?""}, {'speaker': 'human', 'text': 'just back to work'}, {'speaker': 'model', 'text': ""What do you do? What do you like to do when you aren't at work?""}, {'speaker': 'human', 'text': 'i am an engineer'}, {'speaker': 'model', 'text': 'What kind of engineer?'}, {'speaker': 'human', 'text': 'i go hiking when i am not workig'}, {'speaker': 'model', 'text': 'Where do you go hiking? What kind of work do you do?'}, {'speaker': 'human', 'text': 'software engineer'}]",Meena,fed-dial_00036,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.15077819508062607,0.04680748221072207,0.3483638723719742,0.15077819508062607
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi! How are you doing today?'}, {'speaker': 'human', 'text': 'Very busy and you?'}, {'speaker': 'model', 'text': 'Busy but good. What are you busy with?'}, {'speaker': 'human', 'text': 'work, I need to finish bunch of stuff before the day ends'}, {'speaker': 'model', 'text': 'Ah, well good luck with that!'}, {'speaker': 'human', 'text': 'thanks'}, {'speaker': 'model', 'text': ""You're welcome! How's your day been?""}, {'speaker': 'human', 'text': 'so far so good, couple meetings and coding'}, {'speaker': 'model', 'text': 'Sounds like a productive day to me!'}, {'speaker': 'human', 'text': 'I agree'}, {'speaker': 'model', 'text': 'So how are the meetings going?'}, {'speaker': 'human', 'text': 'going well, trying to move the projects'}]",Meena,fed-dial_00037,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.12302283180694912,0.026415912375027932,0.2724615759889262,0.12302283180694912
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': 'how are you?'}, {'speaker': 'model', 'text': 'I am doing very well. How are you?'}, {'speaker': 'human', 'text': ""i'm fine""}, {'speaker': 'model', 'text': ""Glad to hear it. What's new?""}, {'speaker': 'human', 'text': 'nothing much'}, {'speaker': 'model', 'text': 'Fair enough. What do you want to talk about?'}, {'speaker': 'human', 'text': 'do you have anything new?'}, {'speaker': 'model', 'text': 'Nope. Nothing that I can think of right now.'}, {'speaker': 'human', 'text': 'is it cold today?'}, {'speaker': 'model', 'text': ""Ah. A little bit. It's not very warm at all today.""}, {'speaker': 'human', 'text': ""it's getting cold here too""}, {'speaker': 'model', 'text': ""Why don't you turn up the heat?""}, {'speaker': 'human', 'text': 'in the room yes'}]",Mitsuku,fed-dial_00038,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.0651036873428486,0.08238293083549857,0.2125903055211958,0.0651036873428486
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi! Sorry for the late response. How are you doing?'}, {'speaker': 'human', 'text': ""I'm great, thanks! I'm meeting some friends for a soccer game soon. What about you?""}, {'speaker': 'model', 'text': ""I just got a matcha latte :) Doing some work at my desk. Do you play soccer often? I'm trying to get into doing a regular physical activity""}, {'speaker': 'human', 'text': ""Yes, but I'm terrible at it. It's fun to play anything with friends, I think. Would you prefer to exercise with a group, or by yourself, do you think?""}, {'speaker': 'model', 'text': ""I think playing a team sport would be fun if it's casual but I primarily run by myself if I exercise. I also got the Ring Fit adventure game on the switch recently. It's basically a game-ified way to exercise""}, {'speaker': 'human', 'text': ""I'm thinking about getting a Switch, would you recommend it?""}, {'speaker': 'model', 'text': 'Yes! There are a lot of really great games on the Switch. Two of my favorites are Octopath Traveler and Fire Emblem. Do you play a lot of video games?'}, {'speaker': 'human', 'text': ""I'm not much of a gamer but it's something I'd like to get into.""}, {'speaker': 'model', 'text': 'What do you do in your free time?'}, {'speaker': 'human', 'text': ""I like to read for fun. I just finished a book called Temeraire. It's an adventure story set in the Napoleonic navy, like Patrick O'Brien, except there are dragons too.""}, {'speaker': 'model', 'text': 'Oh cool! I read a lot for fun too :) My favorite genre is sci-fi fantasy.'}, {'speaker': 'human', 'text': ""What's the most recent good thing you read?""}]",Human,fed-dial_00039,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.1682711038958559,0.04685310362101094,0.3833953114127227,0.1682711038958559
"[{'speaker': 'human', 'text': 'start over'}, {'speaker': 'model', 'text': 'You start.'}, {'speaker': 'human', 'text': 'Can we talk about human relationships ?'}, {'speaker': 'model', 'text': 'Sure, human relationships sounds like a good topic. . I like kebabs.'}, {'speaker': 'human', 'text': 'Kebab is food, not a relationship'}, {'speaker': 'model', 'text': '. Oh kebabs taste lovely but they are not very healthy for you.'}, {'speaker': 'human', 'text': 'I love a kebab but I would not make love to it'}, {'speaker': 'model', 'text': 'Well my favourite kebab is a free one that someone buys me! You love a kebab. What do you like about it so much? No one says you have to.'}, {'speaker': 'human', 'text': ""I'm actually not into kebabs at all""}, {'speaker': 'model', 'text': 'Oh, I love them. They are yummy.'}, {'speaker': 'human', 'text': 'can we not talk about food'}]",Mitsuku,fed-dial_00040,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.07556568022168786,0.0432401139145429,0.19437147435791863,0.07556568022168786
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi'}, {'speaker': 'human', 'text': ""Okay...so I need someone to help me though a scenario I've been pondering.""}, {'speaker': 'model', 'text': 'Sure, whats the scenario?'}, {'speaker': 'human', 'text': ""My partner's former friend invited me for lunch (they are not in good books right now). But during their friendship I formed an independent bond with the other person because we all used to hang out a lot. Now I feel like I have to take sides.""}, {'speaker': 'model', 'text': ""That's a tough scenario to be in :) I firmly believe in talking this through with your partner. Though i don't know the specifics of why things went bad between your partner and his friend, but I believe things can always improve between friends.""}, {'speaker': 'human', 'text': ""I hope they do. Getting older already means smaller circles. It sucks to lose friends for arbitrary reasons. That's good advice though. I fear raising the issue might sound like treason. Lol.""}, {'speaker': 'model', 'text': 'True about that! I also think time helps to heal certain situations. So may be doing nothing is the best way forward.'}, {'speaker': 'human', 'text': 'AKA avoiding all texts from everyone?'}, {'speaker': 'model', 'text': 'Nope, that would be extreme. May be just putting some balance between the two options.'}, {'speaker': 'human', 'text': ""People always say to find a balance but never say what the balance is. It's used so often that it's vacuous.""}, {'speaker': 'model', 'text': ""Right, I guess that's because there is no one answer to this. It depends on what you value more and some factors around you. Also, life won't be interesting if others are figuring things out for you ;)""}, {'speaker': 'human', 'text': ""Lol. I'm finna be single.""}]",Human,fed-dial_00041,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.03256739990268511,0.06085315624806194,0.12598795605343216,0.03256739990268511
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hello! :D How are you?'}, {'speaker': 'human', 'text': 'Do you like Java, C++ Or Python?'}, {'speaker': 'model', 'text': 'C++. :)'}, {'speaker': 'human', 'text': 'Why C++?'}, {'speaker': 'model', 'text': 'I just like it. :)'}, {'speaker': 'human', 'text': 'How about between Java and Python?'}, {'speaker': 'model', 'text': ""I haven't started learning Python yet.""}, {'speaker': 'human', 'text': 'I think Java is the best'}, {'speaker': 'model', 'text': ""I've heard Python is pretty versatile. :)""}, {'speaker': 'human', 'text': 'I hate Python'}, {'speaker': 'model', 'text': 'Why do you hate Python?'}, {'speaker': 'human', 'text': 'Code written in python is often very fragile and have less durability'}]",Meena,fed-dial_00042,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.08523094905211884,0.02699698507449664,0.1974588831787343,0.08523094905211884
"[{'speaker': 'human', 'text': 'Hi!'}, {'speaker': 'model', 'text': 'Hi there.'}, {'speaker': 'human', 'text': ""I'm tired.""}, {'speaker': 'model', 'text': 'Better get some rest.'}, {'speaker': 'human', 'text': 'Good idea. Any suggestions?'}, {'speaker': 'model', 'text': 'I thought so too. First you must download me to your personal computer.'}, {'speaker': 'human', 'text': 'Why would I want to download you to my personal computer?'}, {'speaker': 'model', 'text': 'Because it might be something you enjoy.'}, {'speaker': 'human', 'text': 'Why would I enjoy that?'}]",Mitsuku,fed-dial_00043,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06349757655274074,0.06171134723541533,0.1887065003408968,0.06349757655274074
